idd,species_id,version_id,flavor_text
1541,62,9,"Its highly developed muscles never grow
fatigued, however much it exercises.
This POKéMON can swim back and forth
across the Pacific Ocean without effort."
1542,62,10,"An adept swimmer, it knows the front
crawl, butterfly, and more. It is faster
than the best human swimmers."
1543,62,11,"A swimmer adept at both the front crawl
and breaststroke. Easily overtakes the
best human swimmers."
1544,62,12,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting."
1545,62,13,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting."
1546,62,14,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting."
1547,62,15,"This strong and skilled swimmer is
even capable of crossing the
Pacific Ocean just by kicking."
1548,62,16,"Although an energetic, skilled
swimmer that uses all of its muscles,
it lives on dry land."
1549,62,17,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting."
1550,62,18,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting."
1551,62,21,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting."
1552,62,22,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting."
1553,62,23,"With its extremely tough muscles, it can keep
swimming in the Pacific Ocean without resting."
1554,62,24,"A swimmer adept at both the front crawl and
breaststroke. Easily overtakes the best
human swimmers."
1555,62,25,"Poliwrath’s highly developed, brawny muscles never grow
fatigued, however much it exercises. It is so tirelessly strong,
this Pokémon can swim back and forth across the ocean
without effort."
1556,62,26,"Poliwrath’s highly developed, brawny muscles never grow
fatigued, however much it exercises. It is so tirelessly strong,
this Pokémon can swim back and forth across the ocean
without effort."
1557,62,28,"Its percentage of body fat is nearly zero. Its
body is entirely muscle, which makes it heavy
and forces its swimming prowess to develop."
1558,62,29,"It’s quite a gifted swimmer, even among
Water-type Pokémon, but it normally spends its
time on land."
1559,63,1,"Using its ability
to read minds, it
will identifyimpending danger
and TELEPORT to
safety."
1560,63,2,"Using its ability
to read minds, it
will identifyimpending danger
and TELEPORT to
safety."
1561,63,3,"Sleeps 18 hours a
day. If it senses
danger, it willteleport itself to
safety even as it
sleeps."
1562,63,4,"It senses impend­
ing attacks and
TELEPORTS away tosafety before the
actual attacks can
strike."
1563,63,5,"If it decides to
TELEPORT randomly,
it creates theillusion that it
has created copies
of itself."
1564,63,6,"It hypnotizes
itself so that it
can teleport awaywhen it senses
danger, even
if it is asleep."
1565,63,7,"ABRA sleeps for eighteen hours a day.
However, it can sense the presence of
foes even while it is sleeping.In such a situation, this POKéMON
immediately teleports to safety."
1566,63,8,"ABRA needs to sleep for eighteen hours
a day. If it doesn’t, this POKéMON loses
its ability to use telekinetic powers.If it is attacked, ABRA escapes using
TELEPORT while it is still sleeping."
1567,63,9,"A POKéMON that sleeps 18 hours a day.
Observation revealed that it uses
TELEPORT to change its location once
every hour."
1568,63,10,"It sleeps for 18 hours a day. It uses a
variety of extrasensory powers even
while asleep."
1569,63,11,"Using its ability to read minds, it will
sense impending danger and TELEPORT to
safety."
1570,63,12,"It sleeps for 18 hours a day.
Even when awake, it teleports
itself while remaining seated."
1571,63,13,"Even while asleep, it maintains a
telepathic radar. It teleports
when it is threatened."
1572,63,14,"Using its psychic power is such a
strain on its brain that it needs
to sleep for 18 hours a day."
1573,63,15,"It senses impending attacks and
teleports away to safety before the
actual attacks can strike."
1574,63,16,"If it decides to teleport randomly,
it evokes the illusion that it
has created copies of itself."
1575,63,17,"Using its psychic power is such a
strain on its brain that it needs
to sleep for 18 hours a day."
1576,63,18,"Using its psychic power is such a
strain on its brain that it needs
to sleep for 18 hours a day."
1577,63,21,"Using its psychic power is such a
strain on its brain that it needs
to sleep for 18 hours a day."
1578,63,22,"Using its psychic power is such a
strain on its brain that it needs
to sleep for 18 hours a day."
1579,63,23,"It sleeps for 18 hours a day. It uses a variety of
extrasensory powers even while asleep."
1580,63,24,"It senses impending attacks and teleports away to
safety before the actual attacks can strike."
1581,63,25,"Abra sleeps for eighteen hours a day. However, it can sense
the presence of foes even while it is sleeping. In such a
situation, this Pokémon immediately teleports to safety."
1582,63,26,"Abra needs to sleep for eighteen hours a day. If it doesn’t,
this Pokémon loses its ability to use telekinetic powers. If it is
attacked, Abra escapes using Teleport while it is still sleeping."
1583,63,28,"It can teleport itself to safety while it’s asleep,
but when it wakes, it doesn’t know where it is,
so it panics."
1584,63,29,"It uses various psychic powers even while it’s
sleeping, so you can’t tell whether or not
it’s awake."
1585,64,1,"It emits special
alpha waves from
its body thatinduce headaches
just by being
close by."
1586,64,2,"It emits special
alpha waves from
its body thatinduce headaches
just by being
close by."
1587,64,3,"Many odd things
happen if this
POKéMON is closeby. For example,
it makes clocks
run backwards."
1588,64,4,"It possesses
strong spiritual
power. The moredanger it faces,
the stronger its
psychic power."
1589,64,5,"If it uses its
abilities, it
emits specialalpha waves that
cause machines to
malfunction."
1590,64,6,"When it closes its
eyes, twice as
many alpha parti­cles come out of
the surface of its
body."
1591,64,7,"KADABRA emits a peculiar alpha wave
if it develops a headache. Only those
people with a particularly strongpsyche can hope to become a TRAINER
of this POKéMON."
1592,64,8,"KADABRA holds a silver spoon in its
hand. The spoon is used to amplify the
alpha waves in its brain.Without the spoon, the POKéMON is said
to be limited to half the usual amount
of its telekinetic powers."
1593,64,9,"It is rumored that a boy with psychic
abilities suddenly transformed into
KADABRA while he was assisting research
into extrasensory powers."
1594,64,10,"It happened one morning - a boy with
extrasensory powers awoke in bed
transformed into KADABRA."
1595,64,11,"It emits special alpha waves from its
body that induce headaches just by being
close."
1596,64,12,"If one is nearby, an eerie shadow
appears on TV screens. Seeing the
shadow is said to bring bad luck."
1597,64,13,"When it uses its psychic power, it
emits strong ha waves that can
ruin precision devices."
1598,64,14,"It stares at its silver spoon to
focus its mind. It emits more alpha
waves while doing so."
1599,64,15,"It possesses strong spiritual power.
The more danger it faces,
the stronger its psychic power."
1600,64,16,"If it uses its abilities, it
emits special alpha waves that
cause machines to malfunction."
1601,64,17,"It stares at its silver spoon to
focus its mind. It emits more alpha
waves while doing so."
1602,64,18,"It stares at its silver spoon to
focus its mind. It emits more alpha
waves while doing so."
1603,64,21,"It stares at its silver spoon to
focus its mind. It emits more alpha
waves while doing so."
1604,64,22,"It stares at its silver spoon to
focus its mind. It emits more alpha
waves while doing so."
1605,64,23,"When it uses its psychic power, it emits strong
alpha waves that can ruin precision devices."
1606,64,24,"If it uses its abilities, it emits special alpha waves
that cause machines to malfunction."
1607,64,25,"Kadabra emits a peculiar alpha wave if it develops a headache.
Only those people with a particularly strong psyche can hope
to become a Trainer of this Pokémon."
1608,64,26,"Kadabra holds a silver spoon in its hand. The spoon is used
to amplify the alpha waves in its brain. Without the spoon, the
Pokémon is said to be limited to half the usual amount of its
telekinetic powers."
1609,64,28,"Kadabra’s presence infests televisions and
monitors with creepy shadows that bring
bad luck."
1610,64,29,"It stares at a silver spoon to amplify its psychic
powers before it lets loose. Apparently, gold
spoons are no good."
1611,65,1,"Its brain can out­
perform a super­
computer.Its intelligence
quotient is said
to be 5,000."
1612,65,2,"Its brain can out­
perform a super­
computer.Its intelligence
quotient is said
to be 5,000."
1613,65,3,"A POKéMON that can
memorize anything.
It never forgetswhat it learns--
that's why this
POKéMON is smart."
1614,65,4,"Closing both its
eyes heightens all
its other senses.This enables it to
use its abilities
to their extremes."
1615,65,5,"Its brain cells
multiply continu­
ally until itdies. As a result,
it remembers
everything."
1616,65,6,"It has an IQ of
5000. It calcu­
lates many thingsin order to gain
the edge in every
battle."
1617,65,7,"ALAKAZAM’s brain continually grows,
making its head far too heavy to
support with its neck.This POKéMON holds its head up using
its psychokinetic power instead."
1618,65,8,"ALAKAZAM’s brain continually grows,
infinitely multiplying brain cells.
This amazing brain gives this POKéMONan astoundingly high IQ of 5,000.
It has a thorough memory of everything
that has occurred in the world."
1619,65,9,"While it has strong psychic abilities and
high intelligence, an ALAKAZAM’s muscles
are very weak. It uses psychic power to
move its body."
1620,65,10,"It does not like physical attacks very 
much. Instead, it freely uses extra­
sensory powers to defeat foes."
1621,65,11,"Its brain can outperform a supercomputer.
Its IQ (intelligence quotient) is said to
be around 5,000."
1622,65,12,"Its superb memory lets it recall
everything it has experienced from
birth. Its IQ exceeds 5,000."
1623,65,13,"Its highly developed brain is on
par with a supercomputer. It can
use all forms of psychic abilities."
1624,65,14,"The spoons clutched in its hands
are said to have been created by
its psychic powers."
1625,65,15,"Closing both its eyes heightens all
its other senses. This enables it to
use its abilities to their extremes."
1626,65,16,"Its brain cells multiply continually
until it dies. As a result,
it remembers everything."
1627,65,17,"The spoons clutched in its hands
are said to have been created by
its psychic powers."
1628,65,18,"The spoons clutched in its hands
are said to have been created by
its psychic powers."
1629,65,21,"The spoons clutched in its hands
are said to have been created by
its psychic powers."
1630,65,22,"The spoons clutched in its hands
are said to have been created by
its psychic powers."
1631,65,23,"Its brain cells multiply continually until it dies.
As a result, it remembers everything."
1632,65,24,"Its brain can outperform a supercomputer. Its IQ
(intelligence quotient) is said to be around 5,000."
1633,65,25,"Alakazam’s brain continually grows, making its head far too
heavy to support with its neck. This Pokémon holds its head up
using its psychokinetic power instead."
1634,65,26,"Alakazam’s brain continually grows, infinitely multiplying
brain cells. This amazing brain gives this Pokémon an
astoundingly high IQ of 5,000. It has a thorough memory
of everything that has occurred in the world."
1635,65,28,"Its brain cells continue to increase in number
until its death. The older the Alakazam, the
larger its head."
1636,65,29,"Alakazam uses its psychic powers to make the
spoons it carries. Each spoon is an original that
there’s only one of in the whole world."
1637,66,1,"Loves to build
its muscles.
It trains in allstyles of martial
arts to become
even stronger."
1638,66,2,"Loves to build
its muscles.
It trains in allstyles of martial
arts to become
even stronger."
1639,66,3,"Very powerful in
spite of its small
size. Its masteryof many types of
martial arts makes
it very tough."
1640,66,4,"Always brimming
with power, it
passes time bylifting boulders.
Doing so makes it
even stronger."
1641,66,5,"It loves to work
out and build its
muscles. It isnever satisfied,
even if it trains
hard all day long."
1642,66,6,"It trains by
lifting rocks in
the mountains. Itcan even pick up a
GRAVELER with
ease."
1643,66,7,"MACHOP’s muscles are special - they
never get sore no matter how much they
are used in exercise.This POKéMON has sufficient power to
hurl a hundred adult humans."
1644,66,8,"MACHOP exercises by hefting around
a GRAVELER as if it were a barbell.
There are some MACHOP that travelthe world in a quest to master all
kinds of martial arts."
1645,66,9,"It continually undertakes strenuous
training to master all forms of martial
arts. Its strength lets it easily hoist
a sumo wrestler onto its shoulders."
1646,66,10,"Its whole body is composed of muscles.
Even though it’s the size of a human
child, it can hurl 100 grown-ups."
1647,66,11,"Loves to build its muscles. It trains in
all styles of martial arts to become even
stronger."
1648,66,12,"It hefts a GRAVELER repeatedly to
strengthen its entire body. It
uses every type of martial arts."
1649,66,13,"Its muscles never cramp however
much it trains. It lives in the
mountains away from humans."
1650,66,14,"Though small in stature, it is
powerful enough to easily heft and
throw a number of GEODUDE at once."
1651,66,15,"Always brimming with power,
it passes time by lifting boulders.
Doing so makes it even stronger."
1652,66,16,"It loves to work out and build its
muscles. It is never satisfied,
even if it trains hard all day long."
1653,66,17,"Though small in stature, it is
powerful enough to easily heft and
throw a number of Geodude at once."
1654,66,18,"Though small in stature, it is
powerful enough to easily heft and
throw a number of Geodude at once."
1655,66,21,"Though small in stature, it is
powerful enough to easily heft and
throw a number of Geodude at once."
1656,66,22,"Though small in stature, it is
powerful enough to easily heft and
throw a number of Geodude at once."
1657,66,23,"It hefts a Graveler repeatedly to strengthen
its entire body. It uses every type of martial arts."
1658,66,24,"Its whole body is composed of muscles.
Even though it’s the size of a human child,
it can hurl 100 grown-ups."
1659,66,25,"Machop’s muscles are special—they never get sore no matter
how much they are used in exercise. This Pokémon has
sufficient power to hurl a hundred adult humans."
1660,66,26,"Machop exercises by hefting around a Graveler as if it were
a barbell. There are some Machop that travel the world in a
quest to master all kinds of martial arts."
1661,66,28,"With its superhuman strength, it’s able to throw
a hundred people all at the same time. Its
strength comes from lifting Graveler every day."
1662,66,29,"Once this Pokémon has gained enough
confidence and muscle from training with its
friends, it challenges Makuhita to a battle."
1663,67,1,"Its muscular body
is so powerful, it
must wear a powersave belt to be
able to regulate
its motions."
1664,67,2,"Its muscular body
is so powerful, it
must wear a powersave belt to be
able to regulate
its motions."
1665,67,3,"The belt around
its waist holds
back its energy.Without it, this
POKéMON would be
unstoppable."
1666,67,4,"It always goes at
its full power,
but this verytough and durable
POKéMON never gets
tired."
1667,67,5,"The muscles cover­
ing its body teem
with power. Evenwhen still, it
exudes an amazing
sense of strength."
1668,67,6,"This tough POKéMON
always stays in
the zone. Itsmuscles become
thicker after
every battle."
1669,67,7,"MACHOKE’s thoroughly toned muscles
possess the hardness of steel.
This POKéMON has so much strength,it can easily hold aloft a sumo wrestler
on just one finger."
1670,67,8,"MACHOKE undertakes bodybuilding every
day even as it helps people with tough,
physically demanding labor.On its days off, this POKéMON heads to
the fields and mountains to exercise
and train."
1671,67,9,"A belt is worn by a MACHOKE to keep its
overwhelming power under control.
Because it is so dangerous, no one has
ever removed the belt."
1672,67,10,"Its formidable body never gets tired.
It helps people by doing work such as
the moving of heavy goods."
1673,67,11,"Its muscular body is so powerful, it must
wear a power-save belt to be able to
regulate its motions."
1674,67,12,"MACHOKE’s boundless power is very
dangerous, so it wears a belt that
suppresses its energy."
1675,67,13,"It can lift a dump truck with one
hand. Using that power, it helps
people with heavy jobs."
1676,67,14,"It happily carries heavy cargo to
toughen up. It willingly does hard
work for people."
1677,67,15,"It always goes at its full power,
but this very tough and durable
Pokémon never gets tired."
1678,67,16,"The muscles covering its body teem
with power. Even when still, it
exudes an amazing sense of strength."
1679,67,17,"It happily carries heavy cargo to
toughen up. It willingly does hard
work for people."
1680,67,18,"It happily carries heavy cargo to
toughen up. It willingly does hard
work for people."
1681,67,21,"It happily carries heavy cargo to
toughen up. It willingly does hard
work for people."
1682,67,22,"It happily carries heavy cargo to
toughen up. It willingly does hard
work for people."
1683,67,23,"Its muscular body is so powerful, it must wear a
power-save belt to be able to regulate its motions."
1684,67,24,"It can lift a dump truck with one hand. Using that
power, it helps people with heavy jobs."
1685,67,25,"Machoke’s thoroughly toned muscles possess the hardness
of steel. This Pokémon has so much strength, it can easily
hold aloft a sumo wrestler on just one finger."
1686,67,26,"Machoke undertakes bodybuilding every day even as
it helps people with tough, physically demanding labor.
On its days off, this Pokémon heads to the fields and
mountains to exercise and train."
1687,67,28,"It willingly assists with hard labor because it
knows the work is good training for its muscles."
1688,67,29,"When it encounters an enemy that’s truly
mighty, this Pokémon removes the power-save
belt from its waist and unleashes its full power."
1689,68,1,"Using its heavy
muscles, it throws
powerful punchesthat can send the
victim clear over
the horizon."
1690,68,2,"Using its heavy
muscles, it throws
powerful punchesthat can send the
victim clear over
the horizon."
1691,68,3,"One arm alone can
move mountains.
Using all fourarms, this POKéMON
fires off awesome
punches."
1692,68,4,"It quickly swings
its four arms to
rock its opponentswith ceaseless
punches and chops
from all angles."
1693,68,5,"It uses its four
powerful arms to
pin the limbs ofits foe, then
throws the victim
over the horizon."
1694,68,6,"With four arms
that react more
quickly than itcan think, it can
execute many
punches at once."
1695,68,7,"MACHAMP has the power to hurl anything
aside. However, trying to do any work
requiring care and dexterity causesits arms to get tangled.
This POKéMON tends to leap into action
before it thinks."
1696,68,8,"MACHAMP is known as the POKéMON that
has mastered every kind of martial arts.
If it grabs hold of the foe with its fourarms, the battle is all but over.
The hapless foe is thrown far over the
horizon."
1697,68,9,"It is impossible to defend against punches
and chops doled out by its four arms.
Its fighting spirit flares up when it faces
a tough opponent."
1698,68,10,"Its four ruggedly developed arms can
launch a flurry of 1,000 punches in just
two seconds."
1699,68,11,"Its superpowerful punches are said to
knock the victim flying clear over the
horizon."
1700,68,12,"It punches with its four arms at
blinding speed. It can launch
1,000 punches in two seconds."
1701,68,13,"It can knock a train flying with a
punch. However, it is terrible at
delicate work using its fingers."
1702,68,14,"Its four muscled arms slam foes
with powerful punches and chops
at blinding speed."
1703,68,15,"It quickly swings its four arms to
rock its opponents with ceaseless
punches and chops from all angles."
1704,68,16,"It uses its four powerful arms to
pin the limbs of its foe, then
throws the victim over the horizon."
1705,68,17,"Its four muscled arms slam foes
with powerful punches and chops
at blinding speed."
1706,68,18,"Its four muscled arms slam foes
with powerful punches and chops
at blinding speed."
1707,68,21,"Its four muscled arms slam foes
with powerful punches and chops
at blinding speed."
1708,68,22,"Its four muscled arms slam foes
with powerful punches and chops
at blinding speed."
1709,68,23,"Its four ruggedly developed arms can launch
a flurry of 1,000 punches in just two seconds."
1710,68,24,"It uses its four powerful arms to pin the limbs of its
foe, then throws the victim over the horizon."
1711,68,25,"Machamp has the power to hurl anything aside. However,
trying to do any work requiring care and dexterity causes its
arms to get tangled. This Pokémon tends to leap into action
before it thinks."
1712,68,26,"Machamp is known as the Pokémon that has mastered
every kind of martial arts. If it grabs hold of the foe with its
four arms, the battle is all but over. The hapless foe is thrown
far over the horizon."
1713,68,28,"It can lift heavy loads with the greatest of ease.
It can even heft dump trucks. But its clumsy
fingers prevent it from doing any precision work."
1714,68,29,"It grasps its opponents with its four arms and
twists them up in an intricate hold. People call
it “the Machamp special.”"
1715,69,1,"A carnivorous
POKéMON that traps
and eats bugs.It uses its root
feet to soak up
needed moisture."
1716,69,2,"A carnivorous
POKéMON that traps
and eats bugs.It uses its root
feet to soak up
needed moisture."
1717,69,3,"Prefers hot and
humid places.
It ensnares tinyinsects with its
vines and devours
them."
1718,69,4,"Even though its
body is extremely
skinny, it isblindingly fast
when catching its
prey."
1719,69,5,"It plants its feet
deep underground
to replenish wa­ter. It can't es­
cape its enemy
while it's rooted."
1720,69,6,"If it notices
anything that
moves, itimmediately flings
its vine at the
object."
1721,69,7,"BELLSPROUT’s thin and flexible body
lets it bend and sway to avoid any
attack, however strong it may be.From its mouth, this POKéMON spits a
corrosive fluid that melts even iron."
1722,69,8,"BELLSPROUT’s thin and flexible body
lets it bend and sway to avoid any
attack, however strong it may be.From its mouth, this POKéMON spits a
corrosive fluid that melts even iron."
1723,69,9,"A BELLSPROUT’s thin and flexible body lets
it bend and sway to avoid any attack,
however strong it may be. From its mouth,
it leaks a fluid that melts even iron."
1724,69,10,"Its bud looks like a human face. Because
of the bud, it is rumored to be a type of
legendary mandrake plant."
1725,69,11,"A carnivorous POKéMON that traps and eats
bugs. It appears to use its root feet to
replenish moisture."
1726,69,12,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines."
1727,69,13,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines."
1728,69,14,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines."
1729,69,15,"Even though its body is extremely
skinny, it is blindingly fast
when catching its prey."
1730,69,16,"It plants its feet deep underground
to replenish water. It can’t escape
its enemy while it’s rooted."
1731,69,17,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines."
1732,69,18,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines."
1733,69,21,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines."
1734,69,22,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines."
1735,69,23,"Even though its body is extremely skinny, it is
blindingly fast when catching its prey."
1736,69,24,"Its bud looks like a human face. Because of the
bud, it is rumored to be a type of legendary
mandrake plant."
1737,69,25,"Bellsprout’s thin and flexible body lets it bend and sway to
avoid any attack, however strong it may be. From its mouth,
this Pokémon spits a corrosive fluid that melts even iron."
1738,69,26,"Bellsprout’s thin and flexible body lets it bend and sway
to avoid any attack, however strong it may be. From its mouth,
this Pokémon spits a corrosive fluid that melts even iron."
1739,70,1,"It spits out
POISONPOWDER to
immobilize theenemy and then
finishes it with
a spray of ACID."
1740,70,2,"It spits out
POISONPOWDER to
immobilize theenemy and then
finishes it with
a spray of ACID."
1741,70,3,"When hungry, it
swallows anything
that moves. Itshapless prey is
melted inside by
strong acids."
1742,70,4,"Even though it is
filled with ACID,
it does not meltbecause it also
oozes a neutral­
izing fluid."
1743,70,5,"If its prey is
bigger than its
mouth, it slicesup the victim with
sharp leaves, then
eats every morsel."
1744,70,6,"When it's hungry,
it swings its
razor-sharpleaves, slicing up
any unlucky object
nearby for food."
1745,70,7,"WEEPINBELL has a large hook on its rear
end. At night, the POKéMON hooks on to
a tree branch and goes to sleep.If it moves around in its sleep, it may
wake up to find itself on the ground."
1746,70,8,"WEEPINBELL has a large hook on its rear
end. At night, the POKéMON hooks on to
a tree branch and goes to sleep.If it moves around in its sleep, it may
wake up to find itself on the ground."
1747,70,9,"At night, a WEEPINBELL hangs on to a tree
branch with its hooked rear and sleeps.
If it moves around in its sleep, it may
wake up to find itself on the ground."
1748,70,10,"The leafy parts act as cutters for
slashing foes. It spits a fluid that
dissolves everything."
1749,70,11,"It spits out POISONPOWDER to immobilize
the enemy and then finishes it with a
spray of ACID."
1750,70,12,"A Pokémon that appears to be a
plant. It captures unwary prey by
dousing them with a toxic powder."
1751,70,13,"A Pokémon that appears to be a
plant. It captures unwary prey by
dousing them with a toxic powder."
1752,70,14,"A Pokémon that appears to be a
plant. It captures unwary prey by
dousing them with a toxic powder."
1753,70,15,"Even though it is filled with acid,
it does not melt because it also
oozes a protective fluid."
1754,70,16,"If its prey is bigger than its
mouth, it slices up the victim with
sharp leaves, then eats every morsel."
1755,70,17,"A Pokémon that appears to be a
plant. It captures unwary prey by
dousing them with a toxic powder."
1756,70,18,"A Pokémon that appears to be a
plant. It captures unwary prey by
dousing them with a toxic powder."
1757,70,21,"A Pokémon that appears to be a
plant. It captures unwary prey by
dousing them with a toxic powder."
1758,70,22,"A Pokémon that appears to be a
plant. It captures unwary prey by
dousing them with a toxic powder."
1759,70,23,"The leafy parts act as cutters for slashing foes.
It spits a fluid that dissolves everything."
1760,70,24,"It spits out Poison Powder to immobilize the enemy
and then finishes it with a spray of Acid."
1761,70,25,"Weepinbell has a large hook on its rear end. At night, the
Pokémon hooks on to a tree branch and goes to sleep.
If it moves around in its sleep, it may wake up to find itself
on the ground."
1762,70,26,"Weepinbell has a large hook on its rear end. At night, the
Pokémon hooks on to a tree branch and goes to sleep.
If it moves around in its sleep, it may wake up to find itself
on the ground."
1763,71,1,"Said to live in
huge colonies
deep in jungles,although no one
has ever returned
from there."
1764,71,2,"Said to live in
huge colonies
deep in jungles,although no one
has ever returned
from there."
1765,71,3,"Lures prey with
the sweet aroma of
honey. Swallowedwhole, the prey is
melted in a day,
bones and all."
1766,71,4,"ACID that has dis­
solved many prey
becomes sweeter,making it even
more effective at
attracting prey."
1767,71,5,"This horrifying
plant POKéMON at­
tracts prey witharomatic honey,
then melts them in
its mouth."
1768,71,6,"Once ingested into
this POKéMON's
body, even thehardest object
will melt into
nothing."
1769,71,7,"VICTREEBEL has a long vine that
extends from its head. This vine is
waved and flicked about as if it werean animal to attract prey. When an
unsuspecting prey draws near, this
POKéMON swallows it whole."
1770,71,8,"VICTREEBEL has a long vine that
extends from its head. This vine is
waved and flicked about as if it werean animal to attract prey. When an
unsuspecting prey draws near, this
POKéMON swallows it whole."
1771,71,9,"The long vine extending from its head is
waved about as if it were a living thing to
attract prey. When an unsuspecting victim
approaches, it is swallowed whole."
1772,71,10,"Lures prey into its mouth with a honeylike
aroma. The helpless prey is melted with
a dissolving fluid."
1773,71,11,"Said to live in huge colonies deep in
jungles, although no one has ever
returned from there."
1774,71,12,"It pools in its mouth a fluid with
a honeylike scent, which is really
an acid that dissolves anything."
1775,71,13,"It pools in its mouth a fluid with
a honeylike scent, which is really
an acid that dissolves anything."
1776,71,14,"It pools in its mouth a fluid with
a honeylike scent, which is really
an acid that dissolves anything."
1777,71,15,"Acid that has dissolved many prey
becomes sweeter, making it even
more effective at attracting prey."
1778,71,16,"This horrifying plant Pokémon attracts
prey with aromatic honey,
then melts them in its mouth."
1779,71,17,"It pools in its mouth a fluid with
a honeylike scent, which is really
an acid that dissolves anything."
1780,71,18,"It pools in its mouth a fluid with
a honeylike scent, which is really
an acid that dissolves anything."
1781,71,21,"It pools in its mouth a fluid with
a honey-like scent, which is really
an acid that dissolves anything."
1782,71,22,"It pools in its mouth a fluid with
a honey-like scent, which is really
an acid that dissolves anything."
1783,71,23,"Said to live in huge colonies deep in jungles,
although no one has ever returned from there."
1784,71,24,"Once ingested into this Pokémon’s body,
even the hardest object will melt into nothing."
1785,71,25,"Victreebel has a long vine that extends from its head.
This vine is waved and flicked about as if it were an animal to
attract prey. When an unsuspecting prey draws near, this
Pokémon swallows it whole."
1786,71,26,"Victreebel has a long vine that extends from its head.
This vine is waved and flicked about as if it were an animal
to attract prey. When an unsuspecting prey draws near,
this Pokémon swallows it whole."
1787,72,1,"Drifts in shallow
seas. Anglers who
hook them byaccident are
often punished by
its stinging acid."
1788,72,2,"Drifts in shallow
seas. Anglers who
hook them byaccident are
often punished by
its stinging acid."
1789,72,3,"It can sometimes
be found all dry
and shriveled upon a beach. Toss
it back into the
sea to revive it."
1790,72,4,"When the tide goes
out, dehydrated
TENTACOOL remainscan be found
washed up on the
shore."
1791,72,5,"It drifts aimless­
ly in waves. Very
difficult to seein water, it may
not be noticed
until it stings."
1792,72,6,"As it floats along
on the waves, it
uses its toxicfeelers to stab
anything it
touches."
1793,72,7,"TENTACOOL’s body is largely composed
of water. If it is removed from the
sea, it dries up like parchment.If this POKéMON happens to become
dehydrated, put it back into the sea."
1794,72,8,"TENTACOOL absorbs sunlight and
refracts it using water inside its body
to convert it into beam energy.This POKéMON shoots beams from its
crystal-like eyes."
1795,72,9,"Its body is almost entirely composed of
water. It ensnares its foe with its two
long tentacles, then stabs with the poison
stingers at their tips."
1796,72,10,"Its eyes are as transparent as crystals.
From them, it shoots mysterious
beams of light."
1797,72,11,"Drifts in shallow seas. Anglers who hook
them by accident are often punished by
their stingers."
1798,72,12,"Its body is virtually composed of
water. It shoots strange beams
from its crystal-like eyes."
1799,72,13,"It drifts in sea currents.
Countless fishermen are
hurt by its poison stingers."
1800,72,14,"Because its body is almost entirely
composed of water, it shrivels up if
it is washed ashore."
1801,72,15,"When the tide goes out, dehydrated
TENTACOOL remains can be found
washed up on the shore."
1802,72,16,"It drifts aimlessly in waves. Very
difficult to see in water, it may
not be noticed until it stings."
1803,72,17,"Because its body is almost entirely
composed of water, it shrivels up if
it is washed ashore."
1804,72,18,"Because its body is almost entirely
composed of water, it shrivels up if
it is washed ashore."
1805,72,21,"Because its body is almost entirely
composed of water, it shrivels up if
it is washed ashore."
1806,72,22,"Because its body is almost entirely
composed of water, it shrivels up if
it is washed ashore."
1807,72,23,"Its body is virtually composed of water. It shoots
strange beams from its crystal-like eyes."
1808,72,24,"Drifts in shallow seas. Anglers who hook them by
accident are often punished by their stingers."
1809,72,25,"Tentacool’s body is largely composed of water. If it is removed
from the sea, it dries up like parchment. If this Pokémon
happens to become dehydrated, put it back into the sea."
1810,72,26,"Tentacool absorbs sunlight and refracts it using water inside
its body to convert it into beam energy. This Pokémon shoots
beams from the small round organ above its eyes."
1811,72,28,"It drifts in shallow seas, such as the areas near
beaches. If you get bitten or stabbed by its
toxic tentacles, rush to the hospital."
1812,72,29,"It drifts through the sea searching for prey.
Its poisonous tentacles break off sometimes,
but after a while, they grow back."
1813,73,1,"The tentacles are
normally kept
short. On hunts,they are extended
to ensnare and
immobilize prey."
1814,73,2,"The tentacles are
normally kept
short. On hunts,they are extended
to ensnare and
immobilize prey."
1815,73,3,"Its 80 tentacles
can stretch and
contract freely.They wrap around
prey and weaken
it with poison."
1816,73,4,"Its 80 tentacles
absorb water and
stretch almostendlessly to CON­
STRICT its prey
and enemies."
1817,73,5,"In battle, it
extends all 80 of
its tentacles toentrap its oppo­
nent inside a
poisonous net."
1818,73,6,"When its 80 feel­
ers absorb water,
it stretches tobecome like a net
to entangle its
prey."
