id,ability_id,version_group_id,flavor_text
552,46,18,"By putting pressure on the opposing Pokémon, it
raises their PP usage."
553,47,5,Heat-and-cold protection.
554,47,6,Heat-and-cold protection.
555,47,7,Heat-and-cold protection.
556,47,8,"Raises resistance to Fire-​
and Ice-type moves."
557,47,9,"Raises resistance to Fire-​
and Ice-type moves."
558,47,10,"Ups resistance to Fire-​
and Ice-type moves."
559,47,11,"Ups resistance to Fire-​
and Ice-type moves."
560,47,14,"Ups resistance to Fire-​
and Ice-type moves."
561,47,15,"Boosts resistance to Fire-​
and Ice-type moves."
562,47,16,"Boosts resistance to Fire-
and Ice-type moves."
563,47,17,"The Pokémon is protected by a layer of thick fat,
which halves the damage taken from Fire- and
Ice-type moves."
564,47,18,"The Pokémon is protected by a layer of thick fat,
which halves the damage taken from Fire- and
Ice-type moves."
565,48,5,Awakens quickly from sleep.
566,48,6,Awakens quickly from sleep.
567,48,7,Awakens quickly from sleep.
568,48,8,"The Pokémon awakens
quickly from sleep."
569,48,9,"The Pokémon awakens
quickly from sleep."
570,48,10,"The Pokémon awakens
quickly from sleep."
571,48,11,"The Pokémon awakens
quickly from sleep."
572,48,14,"The Pokémon awakens
quickly from sleep."
573,48,15,"The Pokémon awakens
quickly from sleep."
574,48,16,"The Pokémon awakens
quickly from sleep."
575,48,17,"The Pokémon awakens twice as fast as other
Pokémon from sleep."
576,48,18,"The Pokémon awakens twice as fast as other
Pokémon from sleep."
577,49,5,Burns the foe on contact.
578,49,6,Burns the foe on contact.
579,49,7,Burns the foe on contact.
580,49,8,"Contact with the Pokémon
may burn the foe."
581,49,9,"Contact with the Pokémon
may burn the foe."
582,49,10,"Contact with the Pokémon
may burn the foe."
583,49,11,"Contact with the Pokémon
may burn the attacker."
584,49,14,"Contact with the Pokémon
may burn the attacker."
585,49,15,"Contact with the Pokémon
may burn the attacker."
586,49,16,"Contact with the Pokémon
may burn the attacker."
587,49,17,Contact with the Pokémon may burn the attacker.
588,49,18,Contact with the Pokémon may burn the attacker.
589,50,5,Makes escaping easier.
590,50,6,Makes escaping easier.
591,50,7,Makes escaping easier.
592,50,8,"Enables sure getaway from
wild Pokémon."
593,50,9,"Enables sure getaway from
wild Pokémon."
594,50,10,"Enables sure getaway
from wild Pokémon."
595,50,11,"Enables a sure getaway
from wild Pokémon."
596,50,14,"Enables a sure getaway
from wild Pokémon."
597,50,15,"Enables a sure getaway
from wild Pokémon."
598,50,16,"Enables a sure getaway
from wild Pokémon."
599,50,17,Enables a sure getaway from wild Pokémon.
600,50,18,Enables a sure getaway from wild Pokémon.
601,51,5,Prevents loss of accuracy.
602,51,6,Prevents loss of accuracy.
603,51,7,Prevents loss of accuracy.
604,51,8,"Prevents the Pokémon
from losing accuracy."
605,51,9,"Prevents the Pokémon
from losing accuracy."
606,51,10,"Prevents the Pokémon
from losing accuracy."
607,51,11,"Prevents other Pokémon
from lowering accuracy."
608,51,14,"Prevents other Pokémon
from lowering accuracy."
609,51,15,"Prevents other Pokémon
from lowering accuracy."
610,51,16,"Prevents other Pokémon
from lowering accuracy."
611,51,17,"Keen eyes prevent other Pokémon from lowering this
Pokémon’s accuracy."
612,51,18,"Keen eyes prevent other Pokémon from lowering this
Pokémon’s accuracy."
613,52,5,Prevents ATTACK reduction.
614,52,6,Prevents ATTACK reduction.
615,52,7,Prevents ATTACK reduction.
616,52,8,"Prevents the Attack stat
from being lowered."
617,52,9,"Prevents the Attack stat
from being lowered."
618,52,10,"Prevents the Attack
stat from being lowered."
619,52,11,"Prevents other Pokémon
from lowering Attack stat."
620,52,14,"Prevents other Pokémon
from lowering Attack stat."
621,52,15,"Prevents other Pokémon
from lowering its Attack stat."
622,52,16,"Prevents other Pokémon
from lowering its Attack stat."
623,52,17,"The Pokémon’s proud of its powerful pincers. They
prevent other Pokémon from lowering its Attack stat."
624,52,18,"The Pokémon’s proud of its powerful pincers. They
prevent other Pokémon from lowering its Attack stat."
625,53,5,May pick up items.
626,53,6,May pick up items.
627,53,7,May pick up items.
628,53,8,"The Pokémon may pick up
items."
629,53,9,"The Pokémon may pick up
items."
630,53,10,"The Pokémon may
pick up items."
631,53,11,"The Pokémon may
pick up items."
632,53,14,"The Pokémon may
pick up items."
633,53,15,"The Pokémon may
pick up items."
634,53,16,"The Pokémon may
pick up items."
635,53,17,"The Pokémon may pick up the item an opposing
Pokémon used during a battle. It may pick up items
outside of battle, too."
636,53,18,"The Pokémon may pick up the item an opposing
Pokémon used during a battle. It may pick up items
outside of battle, too."
637,54,5,Moves only every two turns.
638,54,6,Moves only every two turns.
639,54,7,Moves only every two turns.
640,54,8,"The Pokémon can’t attack
on consecutive turns."
641,54,9,"The Pokémon can’t attack
on consecutive turns."
642,54,10,"Pokémon can’t attack
on consecutive turns."
643,54,11,"Pokémon can’t attack
on consecutive turns."
644,54,14,"Pokémon can’t attack
on consecutive turns."
645,54,15,"The Pokémon can’t attack
on consecutive turns."
646,54,16,"The Pokémon can’t attack
on consecutive turns."
647,54,17,"The Pokémon can’t use a move the following turn if it
uses one."
648,54,18,"The Pokémon can’t use a move the following turn if it
uses one."
649,55,5,Trades accuracy for power.
650,55,6,Trades accuracy for power.
651,55,7,Trades accuracy for power.
652,55,8,"Boosts the Attack stat,
but lowers accuracy."
653,55,9,"Boosts the Attack stat,
but lowers accuracy."
654,55,10,"Boosts the Attack stat,
but lowers accuracy."
655,55,11,"Boosts the Attack stat,
but lowers accuracy."
656,55,14,"Boosts the Attack stat,
but lowers accuracy."
657,55,15,"Boosts the Attack stat,
but lowers accuracy."
658,55,16,"Boosts the Attack stat,
but lowers accuracy."
659,55,17,"Boosts the Attack stat, but lowers accuracy."
660,55,18,"Boosts the Attack stat, but lowers accuracy."
661,56,5,Infatuates on contact.
662,56,6,Infatuates on contact.
663,56,7,Infatuates on contact.
664,56,8,"Contact with the Pokémon
may cause infatuation."
665,56,9,"Contact with the Pokémon
may cause infatuation."
666,56,10,"Contact with the Pokémon
may cause infatuation."
667,56,11,"Contact with the Pokémon
may cause infatuation."
668,56,14,"Contact with the Pokémon
may cause infatuation."
669,56,15,"Contact with the Pokémon
may cause infatuation."
670,56,16,"Contact with the Pokémon
may cause infatuation."
671,56,17,Contact with the Pokémon may cause infatuation.
672,56,18,Contact with the Pokémon may cause infatuation.
673,57,5,Powers up with MINUS.
674,57,6,Powers up with MINUS.
675,57,7,Powers up with MINUS.
676,57,8,"Boosts Sp. Atk if another
Pokémon has Minus."
677,57,9,"Boosts Sp. Atk if another
Pokémon has Minus."
678,57,10,"Ups Sp. Atk if another
Pokémon has Minus."
679,57,11,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
680,57,14,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
681,57,15,"Boosts the Sp. Atk stat if another
Pokémon has Plus or Minus."
682,57,16,"Boosts the Sp. Atk stat if another
Pokémon has Plus or Minus."
683,57,17,"Boosts the Sp. Atk stat of the Pokémon if an ally
with the Plus or Minus Ability is also in battle."
684,57,18,"Boosts the Sp. Atk stat of the Pokémon if an ally
with the Plus or Minus Ability is also in battle."
685,58,5,Powers up with PLUS.
686,58,6,Powers up with PLUS.
687,58,7,Powers up with PLUS.
688,58,8,"Boosts Sp. Atk if another
Pokémon has Plus."
689,58,9,"Boosts Sp. Atk if another
Pokémon has Plus."
690,58,10,"Ups Sp. Atk if another
Pokémon has Plus."
691,58,11,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
692,58,14,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
693,58,15,"Boosts the Sp. Atk stat if another
Pokémon has Plus or Minus."
694,58,16,"Boosts the Sp. Atk stat if another
Pokémon has Plus or Minus."
695,58,17,"Boosts the Sp. Atk stat of the Pokémon if an ally
with the Plus or Minus Ability is also in battle."
696,58,18,"Boosts the Sp. Atk stat of the Pokémon if an ally
with the Plus or Minus Ability is also in battle."
697,59,5,Changes with the weather.
698,59,6,Changes with the weather.
699,59,7,Changes with the weather.
700,59,8,"CASTFORM transforms with
the weather."
701,59,9,"CASTFORM transforms with
the weather."
702,59,10,"CASTFORM transforms with
the weather."
703,59,11,"Castform transforms with
the weather."
704,59,14,"Castform transforms with
the weather."
705,59,15,"Castform transforms with
the weather."
706,59,16,"Castform transforms with
the weather."
707,59,17,"The Pokémon transforms with the weather to change
its type to Water, Fire, or Ice."
708,59,18,"The Pokémon transforms with the weather to change
its type to Water, Fire, or Ice."
709,60,5,Prevents item theft.
710,60,6,Prevents item theft.
711,60,7,Prevents item theft.
712,60,8,"Protects the Pokémon
from item theft."
713,60,9,"Protects the Pokémon
from item theft."
714,60,10,"Protects the Pokémon
from item theft."
715,60,11,"Protects the Pokémon
from item theft."
716,60,14,"Protects the Pokémon
from item theft."
717,60,15,"Protects the Pokémon
from item theft."
718,60,16,"Protects the Pokémon
from item theft."
719,60,17,"Items held by the Pokémon are stuck fast and
cannot be removed by other Pokémon."
720,60,18,"Items held by the Pokémon are stuck fast and
cannot be removed by other Pokémon."
721,61,5,Heals the body by shedding.
722,61,6,Heals the body by shedding.
723,61,7,Heals the body by shedding.
724,61,8,"The Pokémon may heal its
own status problems."
725,61,9,"The Pokémon may heal its
own status problems."
726,61,10,"The Pokémon may heal its
own status problems."
727,61,11,"The Pokémon may heal its
own status problems."
728,61,14,"The Pokémon may heal its
own status problems."
729,61,15,"The Pokémon may heal its
own status conditions."
730,61,16,"The Pokémon may heal its
own status conditions."
731,61,17,"The Pokémon may heal its own status conditions
by shedding its skin."
732,61,18,"The Pokémon may heal its own status conditions
by shedding its skin."
733,62,5,Ups ATTACK if suffering.
734,62,6,Ups ATTACK if suffering.
735,62,7,Ups ATTACK if suffering.
736,62,8,"Boosts Attack if there is
a status problem."
737,62,9,"Boosts Attack if there is
a status problem."
738,62,10,"Boosts Attack if there is
a status problem."
739,62,11,"Boosts Attack if there is
a status problem."
740,62,14,"Boosts Attack if there is
a status problem."
741,62,15,"Boosts the Attack stat if the
Pokémon has a status condition."
742,62,16,"Boosts the Attack stat if the
Pokémon has a status condition."
743,62,17,"It’s so gutsy that having a status condition boosts
the Pokémon’s Attack stat."
744,62,18,"It’s so gutsy that having a status condition boosts
the Pokémon’s Attack stat."
745,63,5,Ups DEFENSE if suffering.
746,63,6,Ups DEFENSE if suffering.
747,63,7,Ups DEFENSE if suffering.
748,63,8,"Boosts Defense if there is
a status problem."
749,63,9,"Boosts Defense if there is
a status problem."
750,63,10,"Ups Defense if there is
a status problem."
751,63,11,"Ups Defense if there is
a status problem."
752,63,14,"Ups Defense if there is
a status problem."
753,63,15,"Boosts the Defense stat if the
Pokémon has a status condition."
754,63,16,"Boosts the Defense stat if the
Pokémon has a status condition."
755,63,17,"The Pokémon’s marvelous scales boost the Defense
stat if it has a status condition."
756,63,18,"The Pokémon’s marvelous scales boost the Defense
stat if it has a status condition."
757,64,5,Draining causes injury.
758,64,6,Draining causes injury.
759,64,7,Draining causes injury.
760,64,8,"Inflicts damage on foes
using any draining move."
761,64,9,"Inflicts damage on foes
using any draining move."
762,64,10,"Inflicts damage on foes
using any draining move."
763,64,11,"Damages attackers
using any draining move."
764,64,14,"Damages attackers
using any draining move."
765,64,15,"Damages attackers
using any draining move."
766,64,16,"Damages attackers
using any draining move."
767,64,17,"Oozed liquid has strong stench, which damages
attackers using any draining move."
768,64,18,"Oozed liquid has strong stench, which damages
attackers using any draining move."
769,65,5,Ups GRASS moves in a pinch.
770,65,6,Ups GRASS moves in a pinch.
771,65,7,Ups GRASS moves in a pinch.
772,65,8,"Powers up Grass-type
moves in a pinch."
773,65,9,"Powers up Grass-type
moves in a pinch."
774,65,10,"Powers up Grass-type
moves in a pinch."
775,65,11,"Powers up Grass-type
moves in a pinch."
776,65,14,"Powers up Grass-type
moves in a pinch."
777,65,15,"Powers up Grass-type moves
when the Pokémon is in trouble."
778,65,16,"Powers up Grass-type moves
when the Pokémon is in trouble."
779,65,17,"Powers up Grass-type moves when the Pokémon’s
HP is low."
780,65,18,"Powers up Grass-type moves when the Pokémon’s
HP is low."
781,66,5,Ups FIRE moves in a pinch.
782,66,6,Ups FIRE moves in a pinch.
783,66,7,Ups FIRE moves in a pinch.
784,66,8,"Powers up Fire-type
moves in a pinch."
785,66,9,"Powers up Fire-type
moves in a pinch."
786,66,10,"Powers up Fire-type
moves in a pinch."
787,66,11,"Powers up Fire-type
moves in a pinch."
788,66,14,"Powers up Fire-type
moves in a pinch."
789,66,15,"Powers up Fire-type moves when
the Pokémon is in trouble."
790,66,16,"Powers up Fire-type moves when
the Pokémon is in trouble."
791,66,17,"Powers up Fire-type moves when the Pokémon’s HP
is low."
792,66,18,"Powers up Fire-type moves when the Pokémon’s HP
is low."
793,67,5,Ups WATER moves in a pinch.
794,67,6,Ups WATER moves in a pinch.
795,67,7,Ups WATER moves in a pinch.
796,67,8,"Powers up Water-type
moves in a pinch."
797,67,9,"Powers up Water-type
moves in a pinch."
798,67,10,"Powers up Water-type
moves in a pinch."
799,67,11,"Powers up Water-type
moves in a pinch."
800,67,14,"Powers up Water-type
moves in a pinch."
801,67,15,"Powers up Water-type moves
when the Pokémon is in trouble."
802,67,16,"Powers up Water-type moves
when the Pokémon is in trouble."
803,67,17,"Powers up Water-type moves when the Pokémon’s
HP is low."
804,67,18,"Powers up Water-type moves when the Pokémon’s
HP is low."
805,68,5,Ups BUG moves in a pinch.
806,68,6,Ups BUG moves in a pinch.
807,68,7,Ups BUG moves in a pinch.
808,68,8,"Powers up Bug-type
moves in a pinch."
809,68,9,"Powers up Bug-type
moves in a pinch."
810,68,10,"Powers up Bug-type
moves in a pinch."
811,68,11,"Powers up Bug-type
moves in a pinch."
812,68,14,"Powers up Bug-type
moves in a pinch."
813,68,15,"Powers up Bug-type moves when
the Pokémon is in trouble."
814,68,16,"Powers up Bug-type moves when
the Pokémon is in trouble."
815,68,17,"Powers up Bug-type moves when the Pokémon’s HP
is low."
816,68,18,"Powers up Bug-type moves when the Pokémon’s HP
is low."
817,69,5,Prevents recoil damage.
818,69,6,Prevents recoil damage.
819,69,7,Prevents recoil damage.
820,69,8,"Protects the Pokémon
from recoil damage."
821,69,9,"Protects the Pokémon
from recoil damage."
822,69,10,"Protects the Pokémon
from recoil damage."
823,69,11,"Protects the Pokémon
from recoil damage."
824,69,14,"Protects the Pokémon
from recoil damage."
825,69,15,"Protects the Pokémon
from recoil damage."
826,69,16,"Protects the Pokémon
from recoil damage."
827,69,17,Protects the Pokémon from recoil damage.
828,69,18,Protects the Pokémon from recoil damage.
829,70,5,Summons sunlight in battle.
830,70,6,Summons sunlight in battle.
831,70,7,Summons sunlight in battle.
832,70,8,"The Pokémon makes it
sunny if it is in battle."
833,70,9,"The Pokémon makes it
sunny if it is in battle."
834,70,10,"The Pokémon makes it
sunny if it is in battle."
835,70,11,"Turns the sunlight harsh
if it is in battle."
836,70,14,"Turns the sunlight harsh
if it is in battle."
837,70,15,"Turns the sunlight harsh when
the Pokémon enters a battle."
838,70,16,"Turns the sunlight harsh when
the Pokémon enters a battle."
839,70,17,"Turns the sunlight harsh when the Pokémon enters
a battle."
840,70,18,"Turns the sunlight harsh when the Pokémon enters
a battle."
841,71,5,Prevents fleeing.
842,71,6,Prevents fleeing.
843,71,7,Prevents fleeing.
844,71,8,"Prevents the foe from
fleeing."
845,71,9,"Prevents the foe from
fleeing."
846,71,10,"Prevents the foe from
fleeing."
847,71,11,"Prevents the foe from
fleeing."
848,71,14,"Prevents the foe from
fleeing."
849,71,15,"Prevents opposing Pokémon
from fleeing."
850,71,16,"Prevents opposing Pokémon
from fleeing."
851,71,17,Prevents opposing Pokémon from fleeing.
852,71,18,Prevents opposing Pokémon from fleeing.
853,72,5,Prevents sleep.
854,72,6,Prevents sleep.
855,72,7,Prevents sleep.
856,72,8,"Prevents the Pokémon
from falling asleep."
857,72,9,"Prevents the Pokémon
from falling asleep."
858,72,10,"Prevents the Pokémon
from falling asleep."
859,72,11,"Prevents the Pokémon
from falling asleep."
860,72,14,"Prevents the Pokémon
from falling asleep."
861,72,15,"Prevents the Pokémon
from falling asleep."
862,72,16,"Prevents the Pokémon
from falling asleep."
863,72,17,"The Pokémon is full of vitality, and that prevents
it from falling asleep."
864,72,18,"The Pokémon is full of vitality, and that prevents
it from falling asleep."
865,73,5,Prevents ability reduction.
866,73,6,Prevents ability reduction.
867,73,7,Prevents ability reduction.
868,73,8,"Prevents the Pokémon’s
stats from being lowered."
869,73,9,"Prevents the Pokémon’s
stats from being lowered."
870,73,10,"Prevents its stats from
being lowered."
871,73,11,"Prevents other Pokémon
from lowering its stats."
872,73,14,"Prevents other Pokémon
from lowering its stats."
873,73,15,"Prevents other Pokémon
from lowering its stats."
874,73,16,"Prevents other Pokémon
from lowering its stats."
875,73,17,"The Pokémon is protected by its white smoke, which
prevents other Pokémon from lowering its stats."
876,73,18,"The Pokémon is protected by its white smoke, which
prevents other Pokémon from lowering its stats."
877,74,5,Raises ATTACK.
878,74,6,Raises ATTACK.
879,74,7,Raises ATTACK.
880,74,8,"Boosts the power of
physical attacks."
881,74,9,"Boosts the power of
physical attacks."
882,74,10,"Boosts the power of
physical attacks."
883,74,11,"Raises the Pokémon’s
Attack stat."
884,74,14,"Raises the Pokémon’s
Attack stat."
885,74,15,"Boosts the Pokémon’s
Attack stat."
886,74,16,"Boosts the Pokémon’s
Attack stat."
887,74,17,"Using its pure power, the Pokémon doubles its
Attack stat."
888,74,18,"Using its pure power, the Pokémon doubles its
Attack stat."
889,75,5,Blocks critical hits.
890,75,6,Blocks critical hits.
891,75,7,Blocks critical hits.
892,75,8,"The Pokémon is protected
against critical hits."
893,75,9,"The Pokémon is protected
against critical hits."
894,75,10,"The Pokémon is protected
against critical hits."
895,75,11,"The Pokémon is protected
against critical hits."
896,75,14,"The Pokémon is protected
against critical hits."
897,75,15,"Protects the Pokémon
from critical hits."
898,75,16,"Protects the Pokémon
from critical hits."
899,75,17,A hard shell protects the Pokémon from critical hits.
900,75,18,A hard shell protects the Pokémon from critical hits.
901,76,5,Negates weather effects.
902,76,6,Negates weather effects.
903,76,7,Negates weather effects.
904,76,8,"Eliminates the effects of
weather."
905,76,9,"Eliminates the effects of
weather."
906,76,10,"Eliminates the effects of
weather."
907,76,11,"Eliminates the effects of
weather."
908,76,14,"Eliminates the effects of
weather."
909,76,15,"Eliminates the effects of
weather."
910,76,16,Eliminates the effects of weather.
911,76,17,Eliminates the effects of weather.
912,76,18,Eliminates the effects of weather.
913,77,8,"Raises evasion if the
Pokémon is confused."
914,77,9,"Raises evasion if the
Pokémon is confused."
915,77,10,"Raises evasion if the
Pokémon is confused."
916,77,11,"Raises evasion if the
Pokémon is confused."
917,77,14,"Raises evasion if the
Pokémon is confused."
918,77,15,"Raises evasion if the
Pokémon is confused."
919,77,16,"Raises evasion if the
Pokémon is confused."
920,77,17,Raises evasion if the Pokémon is confused.
921,77,18,Raises evasion if the Pokémon is confused.
922,78,8,"Raises Speed if hit by an
Electric-type move."
923,78,9,"Raises Speed if hit by an
Electric-type move."
924,78,10,"Raises Speed if hit by an
Electric-type move."
925,78,11,"Raises Speed if hit by an
Electric-type move."
926,78,14,"Raises Speed if hit by an
Electric-type move."
927,78,15,"Boosts the Speed stat when it’s
hit by an Electric-type move."
928,78,16,"Boosts the Speed stat when it’s
hit by an Electric-type move."
929,78,17,"Boosts its Speed stat if hit by an Electric-type move,
instead of taking damage."
930,78,18,"Boosts its Speed stat if hit by an Electric-type move,
instead of taking damage."
931,79,8,"Raises Attack if the foe
is of the same gender."
932,79,9,"Raises Attack if the foe
is of the same gender."
933,79,10,"Raises Attack if the foe
is of the same gender."
934,79,11,"Deals more damage to a
Pokémon of same gender."
935,79,14,"Deals more damage to a
Pokémon of same gender."
936,79,15,"Deals more damage to Pokémon
of the same gender."
937,79,16,"Deals more damage to Pokémon
of the same gender."
938,79,17,"Becomes competitive and deals more damage to
Pokémon of the same gender, but deals less to
Pokémon of the opposite gender."
939,79,18,"Becomes competitive and deals more damage to
Pokémon of the same gender, but deals less to
Pokémon of the opposite gender."
940,80,8,"Raises Speed each time
the Pokémon flinches."
941,80,9,"Raises Speed each time
the Pokémon flinches."
942,80,10,"Raises Speed each time
the Pokémon flinches."
943,80,11,"Raises Speed each time
the Pokémon flinches."
944,80,14,"Raises Speed each time
the Pokémon flinches."
945,80,15,"Boosts the Speed stat each time
the Pokémon flinches."
946,80,16,"Boosts the Speed stat each time
the Pokémon flinches."
947,80,17,"The Pokémon’s determination boosts the Speed
stat each time the Pokémon flinches."
948,80,18,"The Pokémon’s determination boosts the Speed
stat each time the Pokémon flinches."
949,81,8,"Raises evasion in a
hailstorm."
950,81,9,"Raises evasion in a
hailstorm."
951,81,10,"Raises evasion in a
hailstorm."
952,81,11,"Raises evasion in a
hailstorm."
953,81,14,"Raises evasion in a
hailstorm."
954,81,15,"Boosts evasion in a
hailstorm."
955,81,16,Boosts evasion in a hailstorm.
956,81,17,Boosts evasion in a hailstorm.
957,81,18,Boosts evasion in a hailstorm.
958,82,8,"Encourages the early use
of a held Berry."
959,82,9,"Encourages the early use
of a held Berry."
960,82,10,"Encourages the early use
of a held Berry."
961,82,11,"Encourages the early use
of a held Berry."
962,82,14,"Encourages the early use
of a held Berry."
963,82,15,"Makes the Pokémon use a held
Berry earlier than usual."
964,82,16,"Makes the Pokémon use a held
Berry earlier than usual."
965,82,17,"Makes the Pokémon eat a held Berry when its HP
drops to half or less, which is sooner than usual."
966,82,18,"Makes the Pokémon eat a held Berry when its HP
drops to half or less, which is sooner than usual."
967,83,8,"Raises Attack upon taking
a critical hit."
968,83,9,"Raises Attack upon taking
a critical hit."
969,83,10,"Raises Attack upon
taking a critical hit."
970,83,11,"Maxes Attack after
taking a critical hit."
971,83,14,"Maxes Attack after
taking a critical hit."
972,83,15,"Maxes the Attack stat after
the Pokémon takes a critical hit."
973,83,16,"Maxes the Attack stat after
the Pokémon takes a critical hit."
974,83,17,"The Pokémon is angered when it takes a critical hit,
and that maxes its Attack stat."
975,83,18,"The Pokémon is angered when it takes a critical hit,
and that maxes its Attack stat."
976,84,8,"Raises Speed if a held
item is used."
977,84,9,"Raises Speed if a held
item is used."
978,84,10,"Raises Speed if a held
item is used."
979,84,11,"Raises Speed if a held
item is used."
980,84,14,"Raises Speed if a held
item is used."
981,84,15,"Boosts the Speed stat if its
held item is used or lost."
982,84,16,"Boosts the Speed stat if its
held item is used or lost."
983,84,17,"Boosts the Speed stat if the Pokémon’s held item is 
used or lost."
984,84,18,"Boosts the Speed stat if the Pokémon’s held item is 
used or lost."
985,85,8,"Weakens the power of
Fire-type moves."
986,85,9,"Weakens the power of
Fire-type moves."
987,85,10,"Weakens the power of
Fire-type moves."
988,85,11,"Weakens the power of
Fire-type moves."
989,85,14,"Weakens the power of
Fire-type moves."
990,85,15,"Weakens the power of
Fire-type moves."
991,85,16,"Weakens the power of
Fire-type moves."
992,85,17,"The heatproof body of the Pokémon halves the
damage from Fire-type moves that hit it."
993,85,18,"The heatproof body of the Pokémon halves the
damage from Fire-type moves that hit it."
994,86,8,"The Pokémon is prone to
wild stat changes."
995,86,9,"The Pokémon is prone to
wild stat changes."
996,86,10,"The Pokémon is prone to
wild stat changes."
997,86,11,"The Pokémon is prone to
wild stat changes."
998,86,14,"The Pokémon is prone to
wild stat changes."
999,86,15,"The Pokémon is prone to
wild stat changes."
1000,86,16,"The Pokémon is prone to
wild stat changes."
1001,86,17,The stat changes the Pokémon receives are doubled.
1002,86,18,The stat changes the Pokémon receives are doubled.
1003,87,8,"Reduces HP if it is hot.
Water restores HP."
1004,87,9,"Reduces HP if it is hot.
Water restores HP."
1005,87,10,"Reduces HP if it is hot.
Water restores HP."
1006,87,11,"Reduces HP if it is hot.
Water restores HP."
1007,87,14,"Reduces HP if it is hot.
Water restores HP."
1008,87,15,"Reduces HP if it’s hot.
Water restores HP."
1009,87,16,"Reduces HP if it’s hot.
Water restores HP."
1010,87,17,"Restores HP in rain or when hit by Water-type
moves. Reduces HP in sunshine, and increases the
damage received from Fire-type moves."
1011,87,18,"Restores HP in rain or when hit by Water-type
moves. Reduces HP in harsh sunlight, and increases
the damage received from Fire-type moves."
1012,88,8,"Adjusts power according
to the foe’s ability."
1013,88,9,"Adjusts power according
to the foe’s ability."
1014,88,10,"Adjusts power according
to the foe’s ability."
1015,88,11,"Adjusts power according
to a foe’s defenses."
1016,88,14,"Adjusts power according
to a foe’s defenses."
1017,88,15,"Adjusts power based on an
opposing Pokémon’s stats."
1018,88,16,"Adjusts power based on an
opposing Pokémon’s stats."
1019,88,17,"Compares an opposing Pokémon’s Defense and
Sp. Def stats before raising its own Attack or
Sp. Atk stat—whichever will be more effective."
1020,88,18,"Compares an opposing Pokémon’s Defense and
Sp. Def stats before raising its own Attack or
Sp. Atk stat—whichever will be more effective."
1021,89,8,"Boosts the power of
punching moves."
1022,89,9,"Boosts the power of
punching moves."
1023,89,10,"Boosts the power of
punching moves."
1024,89,11,"Boosts the power of
punching moves."
1025,89,14,"Boosts the power of
punching moves."
1026,89,15,Powers up punching moves.
1027,89,16,Powers up punching moves.
1028,89,17,Powers up punching moves.
1029,89,18,Powers up punching moves.
1030,90,8,"Restores HP if the
Pokémon is poisoned."
1031,90,9,"Restores HP if the
Pokémon is poisoned."
1032,90,10,"Restores HP if the
Pokémon is poisoned."
1033,90,11,"Restores HP if the
Pokémon is poisoned."
1034,90,14,"Restores HP if the
Pokémon is poisoned."
1035,90,15,"Restores HP if the
Pokémon is poisoned."
1036,90,16,"Restores HP if the
Pokémon is poisoned."
1037,90,17,"Restores HP if the Pokémon is poisoned, instead of
losing HP."
1038,90,18,"Restores HP if the Pokémon is poisoned, instead of
losing HP."
1039,91,8,"Powers up moves of the
same type."
1040,91,9,"Powers up moves of the
same type."
1041,91,10,"Powers up moves of the
same type."
1042,91,11,"Powers up moves of the
same type."
1043,91,14,"Powers up moves of the
same type."
1044,91,15,"Powers up moves of the
same type as the Pokémon."
1045,91,16,"Powers up moves of the
same type as the Pokémon."
1046,91,17,Powers up moves of the same type as the Pokémon.
1047,91,18,Powers up moves of the same type as the Pokémon.
1048,92,8,"Increases the frequency
of multi-strike moves."
1049,92,9,"Increases the frequency
of multi-strike moves."
1050,92,10,"Increases the frequency
of multi-strike moves."
1051,92,11,"Increases the frequency
of multi-strike moves."
1052,92,14,"Increases the frequency
of multi-strike moves."
1053,92,15,"Increases the number of times
multi-strike moves hit."
1054,92,16,"Increases the number of times
multi-strike moves hit."
1055,92,17,"Maximizes the number of times multi-strike
moves hit."
1056,92,18,"Maximizes the number of times multi-strike
moves hit."
1057,93,8,"Heals status problems if
it is raining."
1058,93,9,"Heals status problems if
it is raining."
1059,93,10,"Heals status problems if
it is raining."
1060,93,11,"Heals status problems if
it is raining."
1061,93,14,"Heals status problems if
it is raining."
1062,93,15,"Heals status conditions if
it’s raining."
1063,93,16,"Heals status conditions if
it’s raining."
1064,93,17,Heals status conditions if it’s raining.
1065,93,18,Heals status conditions if it’s raining.
1066,94,8,"Boosts Sp. Atk, but
lowers HP in sunshine."
1067,94,9,"Boosts Sp. Atk, but
lowers HP in sunshine."
1068,94,10,"Boosts Sp. Atk, but
lowers HP in sunshine."
1069,94,11,"In sunshine, Sp. Atk is
boosted but HP decreases."
1070,94,14,"In sunshine, Sp. Atk is
boosted but HP decreases."
1071,94,15,"Boosts the Sp. Atk stat in sunny
weather, but HP decreases."
1072,94,16,"Boosts the Sp. Atk stat in sunny
weather, but HP decreases."
1073,94,17,"Boosts the Sp. Atk stat in sunny weather, but HP
decreases every turn."
1074,94,18,"Boosts the Sp. Atk stat in harsh sunlight, but HP
decreases every turn."
1075,95,8,"Boosts Speed if there is a
status problem."
1076,95,9,"Boosts Speed if there is a
status problem."
