id,pokemon_id,stat_id,base_stat,effort,order
1151,192,5,85,0,6
1152,192,6,30,0,4
1153,193,1,65,0,1
1154,193,2,65,0,2
1155,193,3,45,0,3
1156,193,4,75,0,5
1157,193,5,45,0,6
1158,193,6,95,1,4
1159,194,1,55,1,1
1160,194,2,45,0,2
1161,194,3,45,0,3
1162,194,4,25,0,5
1163,194,5,25,0,6
1164,194,6,15,0,4
1165,195,1,95,2,1
1166,195,2,85,0,2
1167,195,3,85,0,3
1168,195,4,65,0,5
1169,195,5,65,0,6
1170,195,6,35,0,4
1171,196,1,65,0,1
1172,196,2,65,0,2
1173,196,3,60,0,3
1174,196,4,130,2,5
1175,196,5,95,0,6
1176,196,6,110,0,4
1177,197,1,95,0,1
1178,197,2,65,0,2
1179,197,3,110,0,3
1180,197,4,60,0,5
1181,197,5,130,2,6
1182,197,6,65,0,4
1183,198,1,60,0,1
1184,198,2,85,0,2
1185,198,3,42,0,3
1186,198,4,85,0,5
1187,198,5,42,0,6
1188,198,6,91,1,4
1189,199,1,95,0,1
1190,199,2,75,0,2
1191,199,3,80,0,3
1192,199,4,100,0,5
1193,199,5,110,3,6
1194,199,6,30,0,4
1195,200,1,60,0,1
1196,200,2,60,0,2
1197,200,3,60,0,3
1198,200,4,85,0,5
1199,200,5,85,1,6
1200,200,6,85,0,4
1201,201,1,48,0,1
1202,201,2,72,1,2
1203,201,3,48,0,3
1204,201,4,72,1,5
1205,201,5,48,0,6
1206,201,6,48,0,4
1207,202,1,190,2,1
1208,202,2,33,0,2
1209,202,3,58,0,3
1210,202,4,33,0,5
1211,202,5,58,0,6
1212,202,6,33,0,4
1213,203,1,70,0,1
1214,203,2,80,0,2
1215,203,3,65,0,3
1216,203,4,90,2,5
1217,203,5,65,0,6
1218,203,6,85,0,4
1219,204,1,50,0,1
1220,204,2,65,0,2
1221,204,3,90,1,3
1222,204,4,35,0,5
1223,204,5,35,0,6
1224,204,6,15,0,4
1225,205,1,75,0,1
1226,205,2,90,0,2
1227,205,3,140,2,3
1228,205,4,60,0,5
1229,205,5,60,0,6
1230,205,6,40,0,4
1231,206,1,100,1,1
1232,206,2,70,0,2
1233,206,3,70,0,3
1234,206,4,65,0,5
1235,206,5,65,0,6
1236,206,6,45,0,4
1237,207,1,65,0,1
1238,207,2,75,0,2
1239,207,3,105,1,3
1240,207,4,35,0,5
1241,207,5,65,0,6
1242,207,6,85,0,4
1243,208,1,75,0,1
1244,208,2,85,0,2
1245,208,3,200,2,3
1246,208,4,55,0,5
1247,208,5,65,0,6
1248,208,6,30,0,4
1249,209,1,60,0,1
1250,209,2,80,1,2
1251,209,3,50,0,3
1252,209,4,40,0,5
1253,209,5,40,0,6
1254,209,6,30,0,4
1255,210,1,90,0,1
1256,210,2,120,2,2
1257,210,3,75,0,3
1258,210,4,60,0,5
1259,210,5,60,0,6
1260,210,6,45,0,4
1261,211,1,65,0,1
1262,211,2,95,1,2
1263,211,3,85,0,3
1264,211,4,55,0,5
1265,211,5,55,0,6
1266,211,6,85,0,4
1267,212,1,70,0,1
1268,212,2,130,2,2
1269,212,3,100,0,3
1270,212,4,55,0,5
1271,212,5,80,0,6
1272,212,6,65,0,4
1273,213,1,20,0,1
1274,213,2,10,0,2
1275,213,3,230,1,3
1276,213,4,10,0,5
1277,213,5,230,1,6
1278,213,6,5,0,4
1279,214,1,80,0,1
1280,214,2,125,2,2
1281,214,3,75,0,3
1282,214,4,40,0,5
1283,214,5,95,0,6
1284,214,6,85,0,4
1285,215,1,55,0,1
1286,215,2,95,0,2
1287,215,3,55,0,3
1288,215,4,35,0,5
1289,215,5,75,0,6
1290,215,6,115,1,4
1291,216,1,60,0,1
1292,216,2,80,1,2
1293,216,3,50,0,3
1294,216,4,50,0,5
1295,216,5,50,0,6
1296,216,6,40,0,4
1297,217,1,90,0,1
1298,217,2,130,2,2
1299,217,3,75,0,3
1300,217,4,75,0,5
1301,217,5,75,0,6
1302,217,6,55,0,4
1303,218,1,40,0,1
1304,218,2,40,0,2
1305,218,3,40,0,3
1306,218,4,70,1,5
1307,218,5,40,0,6
1308,218,6,20,0,4
1309,219,1,60,0,1
1310,219,2,50,0,2
1311,219,3,120,2,3
1312,219,4,90,0,5
1313,219,5,80,0,6
1314,219,6,30,0,4
1315,220,1,50,0,1
1316,220,2,50,1,2
1317,220,3,40,0,3
1318,220,4,30,0,5
1319,220,5,30,0,6
1320,220,6,50,0,4
1321,221,1,100,1,1
1322,221,2,100,1,2
1323,221,3,80,0,3
1324,221,4,60,0,5
1325,221,5,60,0,6
1326,221,6,50,0,4
1327,222,1,65,0,1
1328,222,2,55,0,2
1329,222,3,95,1,3
1330,222,4,65,0,5
1331,222,5,95,1,6
1332,222,6,35,0,4
1333,223,1,35,0,1
1334,223,2,65,0,2
1335,223,3,35,0,3
1336,223,4,65,1,5
1337,223,5,35,0,6
1338,223,6,65,0,4
1339,224,1,75,0,1
1340,224,2,105,1,2
1341,224,3,75,0,3
1342,224,4,105,1,5
1343,224,5,75,0,6
1344,224,6,45,0,4
1345,225,1,45,0,1
1346,225,2,55,0,2
1347,225,3,45,0,3
1348,225,4,65,0,5
1349,225,5,45,0,6
1350,225,6,75,1,4
1351,226,1,85,0,1
1352,226,2,40,0,2
1353,226,3,70,0,3
1354,226,4,80,0,5
1355,226,5,140,2,6
1356,226,6,70,0,4
1357,227,1,65,0,1
1358,227,2,80,0,2
1359,227,3,140,2,3
1360,227,4,40,0,5
1361,227,5,70,0,6
1362,227,6,70,0,4
1363,228,1,45,0,1
1364,228,2,60,0,2
1365,228,3,30,0,3
1366,228,4,80,1,5
1367,228,5,50,0,6
1368,228,6,65,0,4
1369,229,1,75,0,1
1370,229,2,90,0,2
1371,229,3,50,0,3
1372,229,4,110,2,5
1373,229,5,80,0,6
1374,229,6,95,0,4
1375,230,1,75,0,1
1376,230,2,95,1,2
1377,230,3,95,0,3
1378,230,4,95,1,5
1379,230,5,95,1,6
1380,230,6,85,0,4
1381,231,1,90,1,1
1382,231,2,60,0,2
1383,231,3,60,0,3
1384,231,4,40,0,5
1385,231,5,40,0,6
1386,231,6,40,0,4
1387,232,1,90,0,1
1388,232,2,120,1,2
1389,232,3,120,1,3
1390,232,4,60,0,5
1391,232,5,60,0,6
1392,232,6,50,0,4
1393,233,1,85,0,1
1394,233,2,80,0,2
1395,233,3,90,0,3
1396,233,4,105,2,5
1397,233,5,95,0,6
1398,233,6,60,0,4
1399,234,1,73,0,1
1400,234,2,95,1,2
1401,234,3,62,0,3
1402,234,4,85,0,5
1403,234,5,65,0,6
1404,234,6,85,0,4
1405,235,1,55,0,1
1406,235,2,20,0,2
1407,235,3,35,0,3
1408,235,4,20,0,5
1409,235,5,45,0,6
1410,235,6,75,1,4
1411,236,1,35,0,1
1412,236,2,35,1,2
1413,236,3,35,0,3
1414,236,4,35,0,5
1415,236,5,35,0,6
1416,236,6,35,0,4
1417,237,1,50,0,1
1418,237,2,95,0,2
1419,237,3,95,0,3
1420,237,4,35,0,5
1421,237,5,110,2,6
1422,237,6,70,0,4
1423,238,1,45,0,1
1424,238,2,30,0,2
1425,238,3,15,0,3
1426,238,4,85,1,5
1427,238,5,65,0,6
1428,238,6,65,0,4
1429,239,1,45,0,1
1430,239,2,63,0,2
1431,239,3,37,0,3
1432,239,4,65,0,5
1433,239,5,55,0,6
1434,239,6,95,1,4
1435,240,1,45,0,1
1436,240,2,75,0,2
1437,240,3,37,0,3
1438,240,4,70,0,5
1439,240,5,55,0,6
1440,240,6,83,1,4
1441,241,1,95,0,1
1442,241,2,80,0,2
1443,241,3,105,2,3
1444,241,4,40,0,5
1445,241,5,70,0,6
1446,241,6,100,0,4
1447,242,1,255,3,1
1448,242,2,10,0,2
1449,242,3,10,0,3
1450,242,4,75,0,5
1451,242,5,135,0,6
1452,242,6,55,0,4
1453,243,1,90,0,1
1454,243,2,85,0,2
1455,243,3,75,0,3
1456,243,4,115,1,5
1457,243,5,100,0,6
1458,243,6,115,2,4
1459,244,1,115,1,1
1460,244,2,115,2,2
1461,244,3,85,0,3
1462,244,4,90,0,5
1463,244,5,75,0,6
1464,244,6,100,0,4
1465,245,1,100,0,1
1466,245,2,75,0,2
1467,245,3,115,1,3
1468,245,4,90,0,5
1469,245,5,115,2,6
1470,245,6,85,0,4
1471,246,1,50,0,1
1472,246,2,64,1,2
1473,246,3,50,0,3
1474,246,4,45,0,5
1475,246,5,50,0,6
1476,246,6,41,0,4
1477,247,1,70,0,1
1478,247,2,84,2,2
1479,247,3,70,0,3
1480,247,4,65,0,5
1481,247,5,70,0,6
1482,247,6,51,0,4
1483,248,1,100,0,1
1484,248,2,134,3,2
1485,248,3,110,0,3
1486,248,4,95,0,5
1487,248,5,100,0,6
1488,248,6,61,0,4
1489,249,1,106,0,1
1490,249,2,90,0,2
1491,249,3,130,0,3
1492,249,4,90,0,5
1493,249,5,154,3,6
1494,249,6,110,0,4
1495,250,1,106,0,1
1496,250,2,130,0,2
1497,250,3,90,0,3
1498,250,4,110,0,5
1499,250,5,154,3,6
1500,250,6,90,0,4
1501,251,1,100,3,1
1502,251,2,100,0,2
1503,251,3,100,0,3
1504,251,4,100,0,5
1505,251,5,100,0,6
1506,251,6,100,0,4
1507,252,1,40,0,1
1508,252,2,45,0,2
1509,252,3,35,0,3
1510,252,4,65,0,5
1511,252,5,55,0,6
1512,252,6,70,1,4
1513,253,1,50,0,1
1514,253,2,65,0,2
1515,253,3,45,0,3
1516,253,4,85,0,5
1517,253,5,65,0,6
1518,253,6,95,2,4
1519,254,1,70,0,1
1520,254,2,85,0,2
1521,254,3,65,0,3
1522,254,4,105,0,5
1523,254,5,85,0,6
1524,254,6,120,3,4
1525,255,1,45,0,1
1526,255,2,60,0,2
1527,255,3,40,0,3
1528,255,4,70,1,5
1529,255,5,50,0,6
1530,255,6,45,0,4
1531,256,1,60,0,1
1532,256,2,85,1,2
1533,256,3,60,0,3
1534,256,4,85,1,5
1535,256,5,60,0,6
1536,256,6,55,0,4
1537,257,1,80,0,1
1538,257,2,120,3,2
1539,257,3,70,0,3
1540,257,4,110,0,5
1541,257,5,70,0,6
1542,257,6,80,0,4
1543,258,1,50,0,1
1544,258,2,70,1,2
1545,258,3,50,0,3
1546,258,4,50,0,5
1547,258,5,50,0,6
1548,258,6,40,0,4
1549,259,1,70,0,1
1550,259,2,85,2,2
1551,259,3,70,0,3
1552,259,4,60,0,5
1553,259,5,70,0,6
1554,259,6,50,0,4
1555,260,1,100,0,1
1556,260,2,110,3,2
1557,260,3,90,0,3
1558,260,4,85,0,5
1559,260,5,90,0,6
1560,260,6,60,0,4
1561,261,1,35,0,1
1562,261,2,55,1,2
1563,261,3,35,0,3
1564,261,4,30,0,5
1565,261,5,30,0,6
1566,261,6,35,0,4
1567,262,1,70,0,1
1568,262,2,90,2,2
1569,262,3,70,0,3
1570,262,4,60,0,5
1571,262,5,60,0,6
1572,262,6,70,0,4
1573,263,1,38,0,1
1574,263,2,30,0,2
1575,263,3,41,0,3
1576,263,4,30,0,5
1577,263,5,41,0,6
1578,263,6,60,1,4
1579,264,1,78,0,1
1580,264,2,70,0,2
1581,264,3,61,0,3
1582,264,4,50,0,5
1583,264,5,61,0,6
1584,264,6,100,2,4
1585,265,1,45,1,1
1586,265,2,45,0,2
1587,265,3,35,0,3
1588,265,4,20,0,5
1589,265,5,30,0,6
1590,265,6,20,0,4
1591,266,1,50,0,1
1592,266,2,35,0,2
1593,266,3,55,2,3
1594,266,4,25,0,5
1595,266,5,25,0,6
1596,266,6,15,0,4
1597,267,1,60,0,1
1598,267,2,70,0,2
1599,267,3,50,0,3
1600,267,4,100,3,5
1601,267,5,50,0,6
1602,267,6,65,0,4
1603,268,1,50,0,1
1604,268,2,35,0,2
1605,268,3,55,2,3
1606,268,4,25,0,5
1607,268,5,25,0,6
1608,268,6,15,0,4
1609,269,1,60,0,1
1610,269,2,50,0,2
1611,269,3,70,0,3
1612,269,4,50,0,5
1613,269,5,90,3,6
1614,269,6,65,0,4
1615,270,1,40,0,1
1616,270,2,30,0,2
1617,270,3,30,0,3
1618,270,4,40,0,5
1619,270,5,50,1,6
1620,270,6,30,0,4
1621,271,1,60,0,1
1622,271,2,50,0,2
1623,271,3,50,0,3
1624,271,4,60,0,5
1625,271,5,70,2,6
1626,271,6,50,0,4
1627,272,1,80,0,1
1628,272,2,70,0,2
1629,272,3,70,0,3
1630,272,4,90,0,5
1631,272,5,100,3,6
1632,272,6,70,0,4
1633,273,1,40,0,1
1634,273,2,40,0,2
1635,273,3,50,1,3
1636,273,4,30,0,5
1637,273,5,30,0,6
1638,273,6,30,0,4
1639,274,1,70,0,1
1640,274,2,70,2,2
1641,274,3,40,0,3
1642,274,4,60,0,5
1643,274,5,40,0,6
1644,274,6,60,0,4
1645,275,1,90,0,1
1646,275,2,100,3,2
1647,275,3,60,0,3
1648,275,4,90,0,5
1649,275,5,60,0,6
1650,275,6,80,0,4
1651,276,1,40,0,1
1652,276,2,55,0,2
1653,276,3,30,0,3
1654,276,4,30,0,5
1655,276,5,30,0,6
1656,276,6,85,1,4
1657,277,1,60,0,1
1658,277,2,85,0,2
1659,277,3,60,0,3
1660,277,4,75,0,5
1661,277,5,50,0,6
1662,277,6,125,2,4
1663,278,1,40,0,1
1664,278,2,30,0,2
1665,278,3,30,0,3
1666,278,4,55,0,5
1667,278,5,30,0,6
1668,278,6,85,1,4
1669,279,1,60,0,1
1670,279,2,50,0,2
1671,279,3,100,2,3
1672,279,4,95,0,5
1673,279,5,70,0,6
1674,279,6,65,0,4
1675,280,1,28,0,1
1676,280,2,25,0,2
1677,280,3,25,0,3
1678,280,4,45,1,5
1679,280,5,35,0,6
1680,280,6,40,0,4
1681,281,1,38,0,1
1682,281,2,35,0,2
1683,281,3,35,0,3
1684,281,4,65,2,5
1685,281,5,55,0,6
1686,281,6,50,0,4
1687,282,1,68,0,1
1688,282,2,65,0,2
1689,282,3,65,0,3
1690,282,4,125,3,5
1691,282,5,115,0,6
1692,282,6,80,0,4
1693,283,1,40,0,1
1694,283,2,30,0,2
1695,283,3,32,0,3
1696,283,4,50,0,5
1697,283,5,52,0,6
1698,283,6,65,1,4
1699,284,1,70,0,1
1700,284,2,60,0,2
1701,284,3,62,0,3
1702,284,4,100,1,5
1703,284,5,82,1,6
1704,284,6,80,0,4
1705,285,1,60,1,1
1706,285,2,40,0,2
1707,285,3,60,0,3
1708,285,4,40,0,5
1709,285,5,60,0,6
1710,285,6,35,0,4
1711,286,1,60,0,1
1712,286,2,130,2,2
1713,286,3,80,0,3
1714,286,4,60,0,5
1715,286,5,60,0,6
1716,286,6,70,0,4
1717,287,1,60,1,1
1718,287,2,60,0,2
1719,287,3,60,0,3
1720,287,4,35,0,5
1721,287,5,35,0,6
1722,287,6,30,0,4
1723,288,1,80,0,1
1724,288,2,80,0,2
1725,288,3,80,0,3
1726,288,4,55,0,5
1727,288,5,55,0,6
1728,288,6,90,2,4
1729,289,1,150,3,1
1730,289,2,160,0,2
1731,289,3,100,0,3
1732,289,4,95,0,5
1733,289,5,65,0,6
1734,289,6,100,0,4
1735,290,1,31,0,1
1736,290,2,45,0,2
1737,290,3,90,1,3
1738,290,4,30,0,5
1739,290,5,30,0,6
1740,290,6,40,0,4
1741,291,1,61,0,1
1742,291,2,90,0,2
1743,291,3,45,0,3
1744,291,4,50,0,5
1745,291,5,50,0,6
1746,291,6,160,2,4
1747,292,1,1,2,1
1748,292,2,90,0,2
1749,292,3,45,0,3
1750,292,4,30,0,5
1751,292,5,30,0,6
1752,292,6,40,0,4
1753,293,1,64,1,1
1754,293,2,51,0,2
1755,293,3,23,0,3
1756,293,4,51,0,5
1757,293,5,23,0,6
1758,293,6,28,0,4
1759,294,1,84,2,1
1760,294,2,71,0,2
1761,294,3,43,0,3
1762,294,4,71,0,5
1763,294,5,43,0,6
1764,294,6,48,0,4
1765,295,1,104,3,1
1766,295,2,91,0,2
1767,295,3,63,0,3
1768,295,4,91,0,5
1769,295,5,73,0,6
1770,295,6,68,0,4
1771,296,1,72,1,1
1772,296,2,60,0,2
1773,296,3,30,0,3
1774,296,4,20,0,5
1775,296,5,30,0,6
1776,296,6,25,0,4
1777,297,1,144,2,1
1778,297,2,120,0,2
1779,297,3,60,0,3
1780,297,4,40,0,5
1781,297,5,60,0,6
1782,297,6,50,0,4
1783,298,1,50,1,1
1784,298,2,20,0,2
1785,298,3,40,0,3
1786,298,4,20,0,5
1787,298,5,40,0,6
1788,298,6,20,0,4
1789,299,1,30,0,1
1790,299,2,45,0,2
1791,299,3,135,1,3
1792,299,4,45,0,5
1793,299,5,90,0,6
1794,299,6,30,0,4
1795,300,1,50,0,1
1796,300,2,45,0,2
1797,300,3,45,0,3
1798,300,4,35,0,5
1799,300,5,35,0,6
1800,300,6,50,1,4
1801,301,1,70,1,1
1802,301,2,65,0,2
1803,301,3,65,0,3
1804,301,4,55,0,5
1805,301,5,55,0,6
1806,301,6,90,1,4
1807,302,1,50,0,1
1808,302,2,75,1,2
1809,302,3,75,1,3
1810,302,4,65,0,5
1811,302,5,65,0,6
1812,302,6,50,0,4
1813,303,1,50,0,1
1814,303,2,85,1,2
1815,303,3,85,1,3
1816,303,4,55,0,5
1817,303,5,55,0,6
1818,303,6,50,0,4
1819,304,1,50,0,1
1820,304,2,70,0,2
1821,304,3,100,1,3
1822,304,4,40,0,5
1823,304,5,40,0,6
1824,304,6,30,0,4
1825,305,1,60,0,1
1826,305,2,90,0,2
1827,305,3,140,2,3
1828,305,4,50,0,5
1829,305,5,50,0,6
1830,305,6,40,0,4
1831,306,1,70,0,1
1832,306,2,110,0,2
1833,306,3,180,3,3
1834,306,4,60,0,5
1835,306,5,60,0,6
1836,306,6,50,0,4
1837,307,1,30,0,1
1838,307,2,40,0,2
1839,307,3,55,0,3
1840,307,4,40,0,5
1841,307,5,55,0,6
1842,307,6,60,1,4
1843,308,1,60,0,1
1844,308,2,60,0,2
1845,308,3,75,0,3
1846,308,4,60,0,5
1847,308,5,75,0,6
1848,308,6,80,2,4
1849,309,1,40,0,1
1850,309,2,45,0,2
1851,309,3,40,0,3
1852,309,4,65,0,5
1853,309,5,40,0,6
1854,309,6,65,1,4
1855,310,1,70,0,1
1856,310,2,75,0,2
1857,310,3,60,0,3
1858,310,4,105,0,5
1859,310,5,60,0,6
1860,310,6,105,2,4
1861,311,1,60,0,1
1862,311,2,50,0,2
1863,311,3,40,0,3
1864,311,4,85,0,5
1865,311,5,75,0,6
1866,311,6,95,1,4
1867,312,1,60,0,1
1868,312,2,40,0,2
1869,312,3,50,0,3
1870,312,4,75,0,5
1871,312,5,85,0,6
1872,312,6,95,1,4
1873,313,1,65,0,1
1874,313,2,73,0,2
1875,313,3,75,0,3
1876,313,4,47,0,5
1877,313,5,85,0,6
1878,313,6,85,1,4
1879,314,1,65,0,1
1880,314,2,47,0,2
1881,314,3,75,0,3
1882,314,4,73,0,5
1883,314,5,85,0,6
1884,314,6,85,1,4
1885,315,1,50,0,1
1886,315,2,60,0,2
1887,315,3,45,0,3
1888,315,4,100,2,5
1889,315,5,80,0,6
1890,315,6,65,0,4
1891,316,1,70,1,1
1892,316,2,43,0,2
1893,316,3,53,0,3
1894,316,4,43,0,5
1895,316,5,53,0,6
1896,316,6,40,0,4
1897,317,1,100,2,1
1898,317,2,73,0,2
1899,317,3,83,0,3
1900,317,4,73,0,5
1901,317,5,83,0,6
1902,317,6,55,0,4
1903,318,1,45,0,1
1904,318,2,90,1,2
1905,318,3,20,0,3
1906,318,4,65,0,5
1907,318,5,20,0,6
1908,318,6,65,0,4
1909,319,1,70,0,1
1910,319,2,120,2,2
1911,319,3,40,0,3
1912,319,4,95,0,5
1913,319,5,40,0,6
1914,319,6,95,0,4
1915,320,1,130,1,1
1916,320,2,70,0,2
1917,320,3,35,0,3
1918,320,4,70,0,5
1919,320,5,35,0,6
1920,320,6,60,0,4
1921,321,1,170,2,1
1922,321,2,90,0,2
1923,321,3,45,0,3
1924,321,4,90,0,5
1925,321,5,45,0,6
1926,321,6,60,0,4
1927,322,1,60,0,1
1928,322,2,60,0,2
1929,322,3,40,0,3
1930,322,4,65,1,5
1931,322,5,45,0,6
1932,322,6,35,0,4
1933,323,1,70,0,1
1934,323,2,100,1,2
1935,323,3,70,0,3
1936,323,4,105,1,5
1937,323,5,75,0,6
1938,323,6,40,0,4
1939,324,1,70,0,1
1940,324,2,85,0,2
1941,324,3,140,2,3
1942,324,4,85,0,5
1943,324,5,70,0,6
1944,324,6,20,0,4
1945,325,1,60,0,1
1946,325,2,25,0,2
1947,325,3,35,0,3
1948,325,4,70,0,5
1949,325,5,80,1,6
1950,325,6,60,0,4
1951,326,1,80,0,1
1952,326,2,45,0,2
1953,326,3,65,0,3
1954,326,4,90,0,5
1955,326,5,110,2,6
1956,326,6,80,0,4
1957,327,1,60,0,1
1958,327,2,60,0,2
1959,327,3,60,0,3
1960,327,4,60,1,5
1961,327,5,60,0,6
1962,327,6,60,0,4
1963,328,1,45,0,1
1964,328,2,100,1,2
1965,328,3,45,0,3
1966,328,4,45,0,5
1967,328,5,45,0,6
1968,328,6,10,0,4
1969,329,1,50,0,1
1970,329,2,70,1,2
1971,329,3,50,0,3
1972,329,4,50,0,5
1973,329,5,50,0,6
1974,329,6,70,1,4
1975,330,1,80,0,1
1976,330,2,100,1,2
1977,330,3,80,0,3
1978,330,4,80,0,5
1979,330,5,80,0,6
1980,330,6,100,2,4
1981,331,1,50,0,1
1982,331,2,85,0,2
1983,331,3,40,0,3
1984,331,4,85,1,5
1985,331,5,40,0,6
1986,331,6,35,0,4
1987,332,1,70,0,1
1988,332,2,115,1,2
1989,332,3,60,0,3
1990,332,4,115,1,5
1991,332,5,60,0,6
1992,332,6,55,0,4
1993,333,1,45,0,1
1994,333,2,40,0,2
1995,333,3,60,0,3
1996,333,4,40,0,5
1997,333,5,75,1,6
1998,333,6,50,0,4
1999,334,1,75,0,1
2000,334,2,70,0,2
2001,334,3,90,0,3
2002,334,4,70,0,5
2003,334,5,105,2,6
2004,334,6,80,0,4
2005,335,1,73,0,1
2006,335,2,115,2,2
2007,335,3,60,0,3
2008,335,4,60,0,5
2009,335,5,60,0,6
2010,335,6,90,0,4
2011,336,1,73,0,1
2012,336,2,100,1,2
2013,336,3,60,0,3
2014,336,4,100,1,5
2015,336,5,60,0,6
2016,336,6,65,0,4
2017,337,1,90,0,1
2018,337,2,55,0,2
2019,337,3,65,0,3
2020,337,4,95,2,5
2021,337,5,85,0,6
2022,337,6,70,0,4
2023,338,1,90,0,1
2024,338,2,95,2,2
2025,338,3,85,0,3
2026,338,4,55,0,5
2027,338,5,65,0,6
2028,338,6,70,0,4
2029,339,1,50,1,1
2030,339,2,48,0,2
2031,339,3,43,0,3
2032,339,4,46,0,5
2033,339,5,41,0,6
2034,339,6,60,0,4
2035,340,1,110,2,1
2036,340,2,78,0,2
2037,340,3,73,0,3
2038,340,4,76,0,5
2039,340,5,71,0,6
2040,340,6,60,0,4
2041,341,1,43,0,1
2042,341,2,80,1,2
2043,341,3,65,0,3
2044,341,4,50,0,5
2045,341,5,35,0,6
2046,341,6,35,0,4
2047,342,1,63,0,1
2048,342,2,120,2,2
2049,342,3,85,0,3
2050,342,4,90,0,5
2051,342,5,55,0,6
2052,342,6,55,0,4
2053,343,1,40,0,1
2054,343,2,40,0,2
2055,343,3,55,0,3
2056,343,4,40,0,5
2057,343,5,70,1,6
2058,343,6,55,0,4
2059,344,1,60,0,1
2060,344,2,70,0,2
2061,344,3,105,0,3
2062,344,4,70,0,5
2063,344,5,120,2,6
2064,344,6,75,0,4
2065,345,1,66,0,1
2066,345,2,41,0,2
2067,345,3,77,0,3
2068,345,4,61,0,5
2069,345,5,87,1,6
2070,345,6,23,0,4
2071,346,1,86,0,1
2072,346,2,81,0,2
2073,346,3,97,0,3
2074,346,4,81,0,5
2075,346,5,107,2,6
2076,346,6,43,0,4
2077,347,1,45,0,1
2078,347,2,95,1,2
2079,347,3,50,0,3
2080,347,4,40,0,5
2081,347,5,50,0,6
2082,347,6,75,0,4
2083,348,1,75,0,1
2084,348,2,125,2,2
2085,348,3,100,0,3
2086,348,4,70,0,5
2087,348,5,80,0,6
2088,348,6,45,0,4
2089,349,1,20,0,1
2090,349,2,15,0,2
2091,349,3,20,0,3
2092,349,4,10,0,5
2093,349,5,55,0,6
2094,349,6,80,1,4
2095,350,1,95,0,1
2096,350,2,60,0,2
2097,350,3,79,0,3
2098,350,4,100,0,5
2099,350,5,125,2,6
2100,350,6,81,0,4
2101,351,1,70,1,1
2102,351,2,70,0,2
2103,351,3,70,0,3
2104,351,4,70,0,5
2105,351,5,70,0,6
2106,351,6,70,0,4
2107,352,1,60,0,1
2108,352,2,90,0,2
2109,352,3,70,0,3
2110,352,4,60,0,5
2111,352,5,120,1,6
2112,352,6,40,0,4
2113,353,1,44,0,1
2114,353,2,75,1,2
2115,353,3,35,0,3
2116,353,4,63,0,5
2117,353,5,33,0,6
2118,353,6,45,0,4
2119,354,1,64,0,1
2120,354,2,115,2,2
2121,354,3,65,0,3
2122,354,4,83,0,5
2123,354,5,63,0,6
2124,354,6,65,0,4
2125,355,1,20,0,1
2126,355,2,40,0,2
2127,355,3,90,0,3
2128,355,4,30,0,5
2129,355,5,90,1,6
2130,355,6,25,0,4
2131,356,1,40,0,1
2132,356,2,70,0,2
2133,356,3,130,1,3
2134,356,4,60,0,5
2135,356,5,130,1,6
2136,356,6,25,0,4
2137,357,1,99,2,1
2138,357,2,68,0,2
2139,357,3,83,0,3
2140,357,4,72,0,5
2141,357,5,87,0,6
2142,357,6,51,0,4
2143,358,1,75,0,1
2144,358,2,50,0,2
2145,358,3,80,0,3
2146,358,4,95,1,5
2147,358,5,90,1,6
2148,358,6,65,0,4
2149,359,1,65,0,1
2150,359,2,130,2,2
2151,359,3,60,0,3
2152,359,4,75,0,5
2153,359,5,60,0,6
2154,359,6,75,0,4
2155,360,1,95,1,1
2156,360,2,23,0,2
2157,360,3,48,0,3
2158,360,4,23,0,5
2159,360,5,48,0,6
2160,360,6,23,0,4
2161,361,1,50,1,1
2162,361,2,50,0,2
2163,361,3,50,0,3
2164,361,4,50,0,5
2165,361,5,50,0,6
2166,361,6,50,0,4
2167,362,1,80,2,1
2168,362,2,80,0,2
2169,362,3,80,0,3
2170,362,4,80,0,5
2171,362,5,80,0,6
2172,362,6,80,0,4
2173,363,1,70,1,1
2174,363,2,40,0,2
2175,363,3,50,0,3
2176,363,4,55,0,5
2177,363,5,50,0,6
2178,363,6,25,0,4
2179,364,1,90,2,1
2180,364,2,60,0,2
2181,364,3,70,0,3
2182,364,4,75,0,5
2183,364,5,70,0,6
2184,364,6,45,0,4
2185,365,1,110,3,1
2186,365,2,80,0,2
2187,365,3,90,0,3
2188,365,4,95,0,5
2189,365,5,90,0,6
2190,365,6,65,0,4
2191,366,1,35,0,1
2192,366,2,64,0,2
2193,366,3,85,1,3
2194,366,4,74,0,5
2195,366,5,55,0,6
2196,366,6,32,0,4
2197,367,1,55,0,1
2198,367,2,104,1,2
2199,367,3,105,1,3
2200,367,4,94,0,5
2201,367,5,75,0,6
2202,367,6,52,0,4
2203,368,1,55,0,1
2204,368,2,84,0,2
2205,368,3,105,0,3
2206,368,4,114,2,5
2207,368,5,75,0,6
2208,368,6,52,0,4
2209,369,1,100,1,1
2210,369,2,90,0,2
2211,369,3,130,1,3
2212,369,4,45,0,5
2213,369,5,65,0,6
2214,369,6,55,0,4
2215,370,1,43,0,1
2216,370,2,30,0,2
2217,370,3,55,0,3
2218,370,4,40,0,5
2219,370,5,65,0,6
2220,370,6,97,1,4
2221,371,1,45,0,1
2222,371,2,75,1,2
2223,371,3,60,0,3
2224,371,4,40,0,5
2225,371,5,30,0,6
