id,move_id,version_group_id,flavor_text
1714,123,8,"The foe is attacked
with a discharge of
filthy gases.
It may also poison
the target."
1715,123,9,"The foe is attacked
with a discharge of
filthy gases.
It may also poison
the target."
1716,123,10,"The foe is attacked
with a discharge of
filthy gases.
It may also poison
the target."
1717,123,11,"The target is attacked with a
discharge of filthy gases.
It may also poison the target."
1718,123,14,"The target is attacked with a
discharge of filthy gases.
It may also poison the target."
1719,123,15,"The target is attacked with a
discharge of filthy gases.
This may also poison the target."
1720,123,16,"The target is attacked with a
discharge of filthy gases.
This may also poison the target."
1721,123,17,"The target is attacked with a discharge of filthy
gases. This may also poison the target."
1722,123,18,"The target is attacked with a discharge of filthy
gases. This may also poison the target."
1723,124,3,"An attack that may
poison the foe."
1724,124,4,"An attack that may
poison the foe."
1725,124,5,"Sludge is hurled to inflict
damage. May also poison."
1726,124,6,"Sludge is hurled to inflict
damage. May also poison."
1727,124,7,"Toxic sludge is
hurled at the foe.
It may poison the
target."
1728,124,8,"Unsanitary sludge is
hurled at the foe.
It may also poison
the target.
"
1729,124,9,"Unsanitary sludge is
hurled at the foe.
It may also poison
the target.
"
1730,124,10,"Unsanitary sludge is
hurled at the foe.
It may also poison
the target.
"
1731,124,11,"Unsanitary sludge is hurled at the target.
It may also poison the target."
1732,124,14,"Unsanitary sludge is hurled at the target.
It may also poison the target."
1733,124,15,"Unsanitary sludge is hurled at the target.
This may also poison the target."
1734,124,16,"Unsanitary sludge is hurled at the target.
This may also poison the target."
1735,124,17,"Unsanitary sludge is hurled at the target. This may
also poison the target."
1736,124,18,"Unsanitary sludge is hurled at the target. This may
also poison the target."
1737,125,3,"An attack that may
cause flinching."
1738,125,4,"An attack that may
cause flinching."
1739,125,5,"Clubs the foe with a bone.
May cause flinching."
1740,125,6,"Clubs the foe with a bone.
May cause flinching."
1741,125,7,"The foe is clubbed
with a bone held in
hand. It may make
the foe flinch."
1742,125,8,"The user clubs the
foe with a bone.
It may also make the
target flinch.
"
1743,125,9,"The user clubs the
foe with a bone.
It may also make the
target flinch.
"
1744,125,10,"The user clubs the
foe with a bone.
It may also make the
target flinch.
"
1745,125,11,"The user clubs the target with a bone.
It may also make the target flinch."
1746,125,14,"The user clubs the target with a bone.
It may also make the target flinch."
1747,125,15,"The user clubs the target with a bone.
This may also make the target flinch."
1748,125,16,"The user clubs the target with a bone.
This may also make the target flinch."
1749,125,17,"The user clubs the target with a bone. This may also
make the target flinch."
1750,125,18,"The user clubs the target with a bone. This may also
make the target flinch."
1751,126,3,"An attack that
may cause a burn."
1752,126,4,"An attack that
may cause a burn."
1753,126,5,"A fiery blast that scorches
all. May cause a burn."
1754,126,6,"Incinerates everything it
strikes. May cause a burn."
1755,126,7,"The foe is hit with
an intense flame.
It may leave the
target with a burn."
1756,126,8,"The foe is attacked
with an intense blast
of all-consuming fire.
It may also leave the
target with a burn."
1757,126,9,"The foe is attacked
with an intense blast
of all-consuming fire.
It may also leave the
target with a burn."
1758,126,10,"The foe is attacked
with an intense blast
of all-consuming fire.
It may also leave the
target with a burn."
1759,126,11,"The target is attacked with an intense
blast of all-consuming fire.
It may also leave the target with a burn."
1760,126,14,"The target is attacked with an intense
blast of all-consuming fire.
It may also leave the target with a burn."
1761,126,15,"The target is attacked with an intense
blast of all-consuming fire.
This may also leave the target with a burn."
1762,126,16,"The target is attacked with an intense
blast of all-consuming fire.
This may also leave the target with a burn."
1763,126,17,"The target is attacked with an intense blast of
all-consuming fire. This may also leave the target
with a burn."
1764,126,18,"The target is attacked with an intense blast of
all-consuming fire. This may also leave the target
with a burn."
1765,127,3,"An aquatic charge
attack."
1766,127,4,"An aquatic charge
attack."
1767,127,5,"Charges the foe with speed
to climb waterfalls."
1768,127,6,"Charges the foe with speed
to climb waterfalls."
1769,127,7,"A powerful charge
attack. It can also
be used to climb
a waterfall."
1770,127,8,"The user charges the
foe at an awesome
speed.
It can also be used
to climb a waterfall."
1771,127,9,"The user charges the
foe at an awesome
speed.
It can also be used
to climb a waterfall."
1772,127,10,"The user charges at
the foe rapidly, and
may make it flinch.
It can also be used
to climb a waterfall."
1773,127,11,"The user charges at the target
and may make it flinch.
It can also be used to climb a waterfall."
1774,127,14,"The user charges at the target
and may make it flinch.
It can also be used to climb a waterfall."
1775,127,15,"The user charges at the target and may make it
flinch. This can also be used to climb a waterfall."
1776,127,16,"The user charges at the target and may make it
flinch. This can also be used to climb a waterfall."
1777,127,17,"The user charges at the target and may make
it flinch."
1778,127,18,"The user charges at the target and may make
it flinch."
1779,128,3,"Traps the foe for
2-5 turns."
1780,128,4,"Traps the foe for
2-5 turns."
1781,128,5,"Traps and squeezes the
foe for 2 to 5 turns."
1782,128,6,"Traps and squeezes the
foe for 2 to 5 turns."
1783,128,7,"The foe is clamped
and squeezed by
the user’s shell for
two to five turns."
1784,128,8,"The foe is clamped
and squeezed by
the user’s very thick
and sturdy shell for
two to five turns."
1785,128,9,"The foe is clamped
and squeezed by
the user’s very thick
and sturdy shell for
two to five turns."
1786,128,10,"The foe is clamped
and squeezed by
the user’s very thick
and sturdy shell for
two to five turns."
1787,128,11,"The target is clamped and squeezed by
the user’s very thick and sturdy shell for
four to five turns."
1788,128,14,"The target is clamped and squeezed by
the user’s very thick and sturdy shell for
four to five turns."
1789,128,15,"The target is clamped and squeezed by
the user’s very thick and sturdy shell for
four to five turns."
1790,128,16,"The target is clamped and squeezed by
the user’s very thick and sturdy shell for
four to five turns."
1791,128,17,"The target is clamped and squeezed by the user’s
very thick and sturdy shell for four to five turns."
1792,128,18,"The target is clamped and squeezed by the user’s
very thick and sturdy shell for four to five turns."
1793,129,3,"An attack that
never misses."
1794,129,4,"An attack that
never misses."
1795,129,5,"Sprays star-shaped rays
that never miss."
1796,129,6,"Sprays star-shaped rays
that never miss."
1797,129,7,"Star-shaped rays
that never miss are
fired at all foes in
battle."
1798,129,8,"Star-shaped rays are
shot at the foe.
This attack never
misses.
"
1799,129,9,"Star-shaped rays are
shot at the foe.
This attack never
misses.
"
1800,129,10,"Star-shaped rays are
shot at the foe.
This attack never
misses.
"
1801,129,11,"Star-shaped rays are shot at the opposing
team. This attack never misses."
1802,129,14,"Star-shaped rays are shot at the opposing
team. This attack never misses."
1803,129,15,"Star-shaped rays are shot at the opposing
Pokémon. This attack never misses."
1804,129,16,"Star-shaped rays are shot at the opposing
Pokémon. This attack never misses."
1805,129,17,"Star-shaped rays are shot at the opposing Pokémon.
This attack never misses."
1806,129,18,"Star-shaped rays are shot at the opposing Pokémon.
This attack never misses."
1807,130,3,"1st turn: Prepare
2nd turn: Attack"
1808,130,4,"1st turn: Prepare
2nd turn: Attack"
1809,130,5,"Tucks in the head, then
attacks on the next turn."
1810,130,6,"Tucks in the head, then
attacks on the next turn."
1811,130,7,"The user raises its
DEFENSE in the 1st
turn, then attacks
in the 2nd turn."
1812,130,8,"The user tucks in its
head to raise its
Defense in the first
turn, then rams the
foe on the next turn."
1813,130,9,"The user tucks in its
head to raise its
Defense in the first
turn, then rams the
foe on the next turn."
1814,130,10,"The user tucks in its
head to raise its
Defense in the first
turn, then rams the
foe on the next turn."
1815,130,11,"The user tucks in its head to raise its
Defense in the first turn, then
rams the target on the next turn."
1816,130,14,"The user tucks in its head to raise its
Defense in the first turn, then
rams the target on the next turn."
1817,130,15,"The user tucks in its head to raise its
Defense in the first turn, then
rams the target on the next turn."
1818,130,16,"The user tucks in its head to raise its
Defense in the first turn, then
rams the target on the next turn."
1819,130,17,"The user tucks in its head to raise its Defense
stat on the first turn, then rams the target on the
next turn."
1820,130,18,"The user tucks in its head to raise its Defense
stat on the first turn, then rams the target on the
next turn."
1821,131,3,"Fires spikes to
hit 2-5 times."
1822,131,4,"Fires spikes to
hit 2-5 times."
1823,131,5,"Launches sharp spikes that
strike 2 to 5 times."
1824,131,6,"Launches sharp spikes that
strike 2 to 5 times."
1825,131,7,"Sharp spikes are
fired at the foe to
strike two to five
times."
1826,131,8,"Sharp spikes are
fired at the foe to
strike two to five
times in rapid
succession."
1827,131,9,"Sharp spikes are
fired at the foe to
strike two to five
times in rapid
succession."
1828,131,10,"Sharp spikes are
fired at the foe to
strike two to five
times in rapid
succession."
1829,131,11,"Sharp spikes are shot at the target
in rapid succession.
They hit two to five times in a row."
1830,131,14,"Sharp spikes are shot at the target
in rapid succession.
They hit two to five times in a row."
1831,131,15,"Sharp spikes are shot at the target
in rapid succession.
They hit two to five times in a row."
1832,131,16,"Sharp spikes are shot at the target
in rapid succession.
They hit two to five times in a row."
1833,131,17,"Sharp spikes are shot at the target in rapid
succession. They hit two to five times in a row."
1834,131,18,"Sharp spikes are shot at the target in rapid
succession. They hit two to five times in a row."
1835,132,3,"An attack that may
lower SPEED."
1836,132,4,"An attack that may
lower SPEED."
1837,132,5,"Constricts to inflict pain.
May lower SPEED."
1838,132,6,"Constricts to inflict pain.
May lower SPEED."
1839,132,7,"The foe is attacked
with long tentacles
or vines. It may
lower SPEED."
1840,132,8,"The foe is attacked
with long, creeping
tentacles or vines.
It may also lower the
target’s Speed."
1841,132,9,"The foe is attacked
with long, creeping
tentacles or vines.
It may also lower the
target’s Speed."
1842,132,10,"The foe is attacked
with long, creeping
tentacles or vines.
It may also lower the
target’s Speed."
1843,132,11,"The target is attacked with long, creeping
tentacles or vines.
It may also lower the target’s Speed stat."
1844,132,14,"The target is attacked with long, creeping
tentacles or vines.
It may also lower the target’s Speed stat."
1845,132,15,"The target is attacked with long, creeping
tentacles or vines.
This may also lower the target’s Speed stat."
1846,132,16,"The target is attacked with long, creeping
tentacles or vines.
This may also lower the target’s Speed stat."
1847,132,17,"The target is attacked with long, creeping tentacles,
vines, or the like. This may also lower the target’s 
Speed stat."
1848,132,18,"The target is attacked with long, creeping tentacles,
vines, or the like. This may also lower the target’s 
Speed stat."
1849,133,3,"Sharply raises the
user's SPCL.DEF."
1850,133,4,"Sharply raises the
user's SPCL.DEF."
1851,133,5,"Forgets about something
and sharply raises SP. DEF."
1852,133,6,"Forgets about something
and sharply raises SP. DEF."
1853,133,7,"Forgets about
something and
sharply raises
SP. DEF."
1854,133,8,"The user temporarily
empties its mind to
forget its concerns.
It sharply raises the
user’s Sp. Def stat."
1855,133,9,"The user temporarily
empties its mind to
forget its concerns.
It sharply raises the
user’s Sp. Def stat."
1856,133,10,"The user temporarily
empties its mind to
forget its concerns.
It sharply raises the
user’s Sp. Def stat."
1857,133,11,"The user temporarily empties its mind to
forget its concerns.
It sharply raises the user’s Sp. Def stat."
1858,133,14,"The user temporarily empties its mind to
forget its concerns.
It sharply raises the user’s Sp. Def stat."
1859,133,15,"The user temporarily empties its mind to
forget its concerns.
This sharply raises the user’s Sp. Def stat."
1860,133,16,"The user temporarily empties its mind to
forget its concerns.
This sharply raises the user’s Sp. Def stat."
1861,133,17,"The user temporarily empties its mind to forget its
concerns. This sharply raises the user’s Sp. Def stat."
1862,133,18,"The user temporarily empties its mind to forget its
concerns. This sharply raises the user’s Sp. Def stat."
1863,134,3,"Reduces the foe's
accuracy."
1864,134,4,"Reduces the foe's
accuracy."
1865,134,5,"Distracts the foe.
May lower accuracy."
1866,134,6,"Distracts the foe.
May lower accuracy."
1867,134,7,"The user distracts
the foe by bending
a spoon. It may
lower accuracy."
1868,134,8,"The user distracts
the foe by bending a
spoon.
It may lower the
target’s accuracy."
1869,134,9,"The user distracts
the foe by bending a
spoon.
It may lower the
target’s accuracy."
1870,134,10,"The user distracts
the foe by bending a
spoon.
It may lower the
target’s accuracy."
1871,134,11,"The user distracts the target
by bending a spoon.
It lowers the target’s accuracy."
1872,134,14,"The user distracts the target
by bending a spoon.
It lowers the target’s accuracy."
1873,134,15,"The user distracts the target
by bending a spoon.
This lowers the target’s accuracy."
1874,134,16,"The user distracts the target
by bending a spoon.
This lowers the target’s accuracy."
1875,134,17,"The user distracts the target by bending a spoon.
This lowers the target’s accuracy."
1876,134,18,"The user distracts the target by bending a spoon.
This lowers the target’s accuracy."
1877,135,3,"Restores HP by 1/2
the user's max HP."
1878,135,4,"Restores HP by 1/2
the user's max HP."
1879,135,5,"Recovers up to half the
user’s maximum HP."
1880,135,6,"Recovers up to half the
user’s maximum HP."
1881,135,7,"Heals the user by
up to half its full
HP. It can be used
to heal an ally."
1882,135,8,"The user restores
its own HP by up to
half of its max HP.
May be used in the
field to heal HP."
1883,135,9,"The user restores its
own HP by up to half
of its maximum HP.
It may also be used
to heal an ally’s HP."
1884,135,10,"The user restores its
own HP by up to half
of its maximum HP.
It may also be used
to heal an ally’s HP."
1885,135,11,"The user restores its own HP
by up to half of its maximum HP.
May also be used in the field to heal HP."
1886,135,14,"The user restores its own HP
by up to half of its maximum HP.
May also be used in the field to heal HP."
1887,135,15,"The user restores its own HP
by up to half of its max HP.
May also be used in the field to heal HP."
1888,135,16,"The user restores its own HP
by up to half of its max HP.
May also be used in the field to heal HP."
1889,135,17,"The user restores its own HP by up to half of its
max HP."
1890,135,18,"The user restores its own HP by up to half of its
max HP."
1891,136,3,"May miss and hurt
the user."
1892,136,4,"May miss and hurt
the user."
1893,136,5,"A jumping knee kick. If it
misses, the user is hurt."
1894,136,6,"A jumping knee kick. If it
misses, the user is hurt."
1895,136,7,"A strong jumping
knee kick. If it
misses, the user is
hurt."
1896,136,8,"The foe is attacked
with a knee kick from
a jump. If it misses,
the user is hurt
instead."
1897,136,9,"The foe is attacked
with a knee kick from
a jump. If it misses,
the user is hurt
instead."
1898,136,10,"The foe is attacked
with a knee kick from
a jump. If it misses,
the user is hurt
instead."
1899,136,11,"The target is attacked with a knee kick
from a jump. If it misses, the user is hurt
instead."
1900,136,14,"The target is attacked with a knee kick
from a jump. If it misses, the user is hurt
instead."
1901,136,15,"The target is attacked with a knee kick
from a jump. If it misses, the user is
hurt instead."
1902,136,16,"The target is attacked with a knee kick
from a jump. If it misses, the user is
hurt instead."
1903,136,17,"The target is attacked with a knee kick from a jump.
If it misses, the user is hurt instead."
1904,136,18,"The target is attacked with a knee kick from a jump.
If it misses, the user is hurt instead."
1905,137,3,"A move that may
cause paralysis."
1906,137,4,"A move that may
cause paralysis."
1907,137,5,"Intimidates and frightens
the foe into paralysis."
1908,137,6,"Intimidates and frightens
the foe into paralysis."
1909,137,7,"The user intimidates
the foe with the
design on its belly
to cause paralysis."
1910,137,8,"The user intimidates
the foe with the
pattern on its belly
to cause paralysis.
"
1911,137,9,"The user intimidates
the foe with the
pattern on its belly
to cause paralysis.
"
1912,137,10,"The user intimidates
the foe with the
pattern on its belly
to cause paralysis.
"
1913,137,11,"The user intimidates the target with the
pattern on its belly to cause paralysis."
1914,137,14,"The user intimidates the target with the
pattern on its belly to cause paralysis."
1915,137,15,"The user intimidates the target with the
pattern on its belly to cause paralysis."
1916,137,16,"The user intimidates the target with the
pattern on its belly to cause paralysis."
1917,137,17,"The user intimidates the target with the pattern on
its belly to cause paralysis."
1918,137,18,"The user intimidates the target with the pattern on
its belly to cause paralysis."
1919,138,3,"Steals HP from a
sleeping victim."
1920,138,4,"Steals HP from a
sleeping victim."
1921,138,5,"Takes one half the damage
inflicted on a sleeping foe."
1922,138,6,"Takes one half the damage
inflicted on a sleeping foe."
1923,138,7,"Absorbs half the
damage it inflicted
on a sleeping foe
to restore HP."
1924,138,8,"An attack that works
only on a sleeping
foe. It absorbs half
the damage caused to
heal the user’s HP."
1925,138,9,"An attack that works
only on a sleeping
foe. It absorbs half
the damage caused to
heal the user’s HP."
1926,138,10,"An attack that works
only on a sleeping
foe. It absorbs half
the damage caused to
heal the user’s HP."
1927,138,11,"The user eats the dreams of a sleeping
target. It absorbs half the damage
caused to heal the user’s HP."
1928,138,14,"The user eats the dreams of a sleeping
target. It absorbs half the damage
caused to heal the user’s HP."
1929,138,15,"The user eats the dreams of a sleeping
target. It absorbs half the damage
caused to heal its own HP."
1930,138,16,"The user eats the dreams of a sleeping
target. It absorbs half the damage
caused to heal its own HP."
1931,138,17,"The user eats the dreams of a sleeping target. It
absorbs half the damage caused to heal its own HP."
1932,138,18,"The user eats the dreams of a sleeping target. It
absorbs half the damage caused to heal its own HP."
1933,139,3,"A move that may
poison the foe."
1934,139,4,"A move that may
poison the foe."
1935,139,5,"Envelops the foe in a toxic
gas that may poison."
1936,139,6,"Envelops the foe in a toxic
gas that may poison."
1937,139,7,"The foe is sprayed
with a cloud of
toxic gas that may
poison the foe."
1938,139,8,"A cloud of poison gas
is sprayed in the
foe’s face.
It may poison the
target."
1939,139,9,"A cloud of poison gas
is sprayed in the
foe’s face.
It may poison the
target."
1940,139,10,"A cloud of poison gas
is sprayed in the
foe’s face.
It may poison the
target."
1941,139,11,"A cloud of poison gas is sprayed
in the face of opposing Pokémon.
It may poison those hit."
1942,139,14,"A cloud of poison gas is sprayed
in the face of opposing Pokémon.
It may poison those hit."
1943,139,15,"A cloud of poison gas is sprayed
in the face of opposing Pokémon.
This may also poison those hit."
1944,139,16,"A cloud of poison gas is sprayed
in the face of opposing Pokémon.
This may also poison those hit."
1945,139,17,"A cloud of poison gas is sprayed in the face of
opposing Pokémon, poisoning those hit."
1946,139,18,"A cloud of poison gas is sprayed in the face of
opposing Pokémon, poisoning those hit."
1947,140,3,"Throws orbs to hit
2-5 times."
1948,140,4,"Throws orbs to hit
2-5 times."
1949,140,5,"Hurls round objects at the
foe 2 to 5 times."
1950,140,6,"Hurls round objects at the
foe 2 to 5 times."
1951,140,7,"Round objects are
hurled at the foe
to strike two to
five times."
1952,140,8,"Round objects are
hurled at the foe to
strike two to five
times in a row.
"
1953,140,9,"Round objects are
hurled at the foe to
strike two to five
times in a row.
"
1954,140,10,"Round objects are
hurled at the foe to
strike two to five
times in a row.
"
1955,140,11,"Round objects are hurled at the target
to strike two to five times in a row."
1956,140,14,"Round objects are hurled at the target
to strike two to five times in a row."
1957,140,15,"Round objects are hurled at the target
to strike two to five times in a row."
1958,140,16,"Round objects are hurled at the target
to strike two to five times in a row."
1959,140,17,"Round objects are hurled at the target to strike two
to five times in a row."
1960,140,18,"Round objects are hurled at the target to strike two
to five times in a row."
1961,141,3,"Steals 1/2 of the
damage inflicted."
1962,141,4,"Steals 1/2 of the
damage inflicted."
1963,141,5,"An attack that steals half
the damage inflicted."
1964,141,6,"An attack that steals half
the damage inflicted."
1965,141,7,"An attack that
absorbs half the
damage it inflicted
to restore HP."
1966,141,8,"A blood-draining
attack. The user’s
HP is restored by
half the damage taken
by the target."
1967,141,9,"A blood-draining
attack. The user’s
HP is restored by
half the damage taken
by the target."
1968,141,10,"A blood-draining
attack. The user’s
HP is restored by
half the damage taken
by the target."
1969,141,11,"The user drains the target’s blood.
The user’s HP is restored by half the
damage taken by the target."
1970,141,14,"The user drains the target’s blood.
The user’s HP is restored by half the
damage taken by the target."
1971,141,15,"The user drains the target’s blood.
The user’s HP is restored by half the
damage taken by the target."
1972,141,16,"The user drains the target’s blood.
The user’s HP is restored by half the
damage taken by the target."
1973,141,17,"The user drains the target’s blood. The user’s HP is
restored by half the damage taken by the target."
1974,141,18,"The user drains the target’s blood. The user’s HP is
restored by half the damage taken by the target."
1975,142,3,"May cause the foe
to fall asleep."
1976,142,4,"May cause the foe
to fall asleep."
1977,142,5,"Demands a kiss with a scary
face that induces sleep."
1978,142,6,"Demands a kiss with a scary
face that induces sleep."
1979,142,7,"The user forces a
kiss on the foe
with a scary face
that induces sleep."
1980,142,8,"With a scary face,
the user forces a
kiss on the foe.
It may make the
target fall asleep."
1981,142,9,"With a scary face,
the user forces a
kiss on the foe.
It may make the
target fall asleep."
1982,142,10,"With a scary face, the
user tries to force a
kiss on the foe. If it
succeeds, the target
falls asleep."
1983,142,11,"With a scary face, the user tries to
force a kiss on the target. If it
succeeds, the target falls asleep."
1984,142,14,"With a scary face, the user tries to
force a kiss on the target. If it
succeeds, the target falls asleep."
1985,142,15,"With a scary face, the user tries to
force a kiss on the target. If it
succeeds, the target falls asleep."
1986,142,16,"With a scary face, the user tries to
force a kiss on the target. If it
succeeds, the target falls asleep."
1987,142,17,"With a scary face, the user tries to force a kiss on
the target. If it succeeds, the target falls asleep."
1988,142,18,"With a scary face, the user tries to force a kiss on
the target. If it succeeds, the target falls asleep."
1989,143,3,"1st turn: Prepare
2nd turn: Attack"
1990,143,4,"1st turn: Prepare
2nd turn: Attack"
1991,143,5,"Searches out weak spots,
then strikes the next turn."
1992,143,6,"Searches out weak spots,
then strikes the next turn."
1993,143,7,"A 2nd-turn attack
move with a high
critical-hit ratio.
The foe may flinch."
1994,143,8,"A second-turn attack
move with a high
critical-hit ratio.
It may also make the
target flinch."
1995,143,9,"A second-turn attack
move with a high
critical-hit ratio.
It may also make the
target flinch."
1996,143,10,"A second-turn attack
move with a high
critical-hit ratio.
It may also make the
target flinch."
1997,143,11,"A second-turn attack move where
critical hits land more easily.
It may also make the target flinch."
1998,143,14,"A second-turn attack move where
critical hits land more easily.
It may also make the target flinch."
1999,143,15,"A second-turn attack move where
critical hits land more easily.
This may also make the target flinch."
2000,143,16,"A second-turn attack move where
critical hits land more easily.
This may also make the target flinch."
2001,143,17,"A second-turn attack move where critical hits land
more easily. This may also make the target flinch."
2002,143,18,"A second-turn attack move where critical hits land
more easily. This may also make the target flinch."
2003,144,3,"The user assumes
the foe's guise."
2004,144,4,"The user assumes
the foe's guise."
2005,144,5,"Alters the user’s cells to
become a copy of the foe."
2006,144,6,"Alters the user’s cells to
become a copy of the foe."
2007,144,7,"The user transforms
into a copy of the
foe with even the
same move set."
2008,144,8,"The user transforms
into a copy of the
foe right down to
having the same move
set."
2009,144,9,"The user transforms
into a copy of the
foe right down to
having the same move
set."
2010,144,10,"The user transforms
into a copy of the
foe right down to
having the same move
set."
2011,144,11,"The user transforms into a copy of the
target right down to having
the same move set."
2012,144,14,"The user transforms into a copy of the
target right down to having
the same move set."
2013,144,15,"The user transforms into a copy of the
target right down to having
the same move set."
2014,144,16,"The user transforms into a copy of the
target right down to having
the same move set."
2015,144,17,"The user transforms into a copy of the target right
down to having the same move set."
2016,144,18,"The user transforms into a copy of the target right
down to having the same move set."
2017,145,3,"An attack that may
reduce SPEED."
2018,145,4,"An attack that may
reduce SPEED."
2019,145,5,"An attack using bubbles.
May lower the foe’s SPEED."
2020,145,6,"An attack using bubbles.
May lower the foe’s SPEED."
2021,145,7,"A spray of bubbles
hits the foe.
It may lower the
foe’s SPEED stat."
2022,145,8,"A spray of countless
bubbles is jetted at
the foe.
It may also lower the
target’s Speed stat."
2023,145,9,"A spray of countless
bubbles is jetted at
the foe.
It may also lower the
target’s Speed stat."
2024,145,10,"A spray of countless
bubbles is jetted at
the foe.
It may also lower the
target’s Speed stat."
2025,145,11,"A spray of countless bubbles is jetted at
the opposing team. It may also lower the
targets’ Speed stats."
2026,145,14,"A spray of countless bubbles is jetted at
the opposing team. It may also lower the
targets’ Speed stats."
2027,145,15,"A spray of countless bubbles is jetted at
the opposing Pokémon.
This may also lower their Speed stats."
2028,145,16,"A spray of countless bubbles is jetted at
the opposing Pokémon.
This may also lower their Speed stats."
2029,145,17,"A spray of countless bubbles is jetted at the
opposing Pokémon. This may also lower their
Speed stat."
2030,145,18,"A spray of countless bubbles is jetted at the
opposing Pokémon. This may also lower their
Speed stat."
2031,146,3,"An attack that may
cause confusion."
2032,146,4,"An attack that may
cause confusion."
2033,146,5,"A rhythmic punch that may
confuse the foe."
2034,146,6,"A rhythmic punch that may
confuse the foe."
2035,146,7,"The foe is hit with
a rhythmic punch
that may leave it
confused."
2036,146,8,"The foe is hit with a
rhythmically launched
punch that may also
leave it confused.
"
2037,146,9,"The foe is hit with
rhythmically launched
punches that may also
leave it confused.
"
2038,146,10,"The foe is hit with
rhythmically launched
punches that may also
leave it confused.
"
2039,146,11,"The target is hit with rhythmically
launched punches that may also
leave it confused."
2040,146,14,"The target is hit with rhythmically
launched punches that may also
leave it confused."
2041,146,15,"The target is hit with rhythmically
launched punches. This may also
leave the target confused."
2042,146,16,"The target is hit with rhythmically
launched punches. This may also
leave the target confused."
2043,146,17,"The target is hit with rhythmically launched
punches. This may also leave the target confused."
2044,146,18,"The target is hit with rhythmically launched
punches. This may also leave the target confused."
2045,147,3,"A move that
induces sleep."
2046,147,4,"A move that
induces sleep."
2047,147,5,"Scatters a cloud of spores
that always induce sleep."
2048,147,6,"Scatters a cloud of spores
that always induce sleep."
2049,147,7,"The user scatters
bursts of fine
spores that induce
sleep."
2050,147,8,"The user scatters
bursts of spores
that induce sleep.

"
2051,147,9,"The user scatters
bursts of spores
that induce sleep.

"
2052,147,10,"The user scatters
bursts of spores
that induce sleep.

"
2053,147,11,"The user scatters bursts of spores
that induce sleep."
2054,147,14,"The user scatters bursts of spores
that induce sleep."
2055,147,15,"The user scatters bursts of spores
that induce sleep."
2056,147,16,"The user scatters bursts of spores
that induce sleep."
2057,147,17,"The user scatters bursts of spores that
induce sleep."
2058,147,18,"The user scatters bursts of spores that
induce sleep."
2059,148,3,"Blinds the foe to
reduce accuracy."
2060,148,4,"Blinds the foe to
reduce accuracy."
2061,148,5,"Looses a powerful blast of
light that cuts accuracy."
2062,148,6,"Looses a powerful blast of
light that cuts accuracy."
2063,148,7,"A blast of light
that cuts the foe’s
accuracy. It also
illuminates caves."
2064,148,8,"The user flashes a
light that cuts the
foe’s accuracy.
It can also be used
to illuminate caves."
2065,148,9,"The user flashes a
light that cuts the
foe’s accuracy.
It can also be used
to illuminate caves."
2066,148,10,"The user flashes a
light that cuts the
foe’s accuracy.
It can also be used
to illuminate caves."
2067,148,11,"The user flashes a bright light that cuts
the target’s accuracy.
It can also be used to illuminate caves."
2068,148,14,"The user flashes a bright light that cuts
the target’s accuracy.
It can also be used to illuminate caves."
2069,148,15,"The user flashes a bright light that cuts
the target’s accuracy."
2070,148,16,"The user flashes a bright light that cuts the
target’s accuracy.
It can also be used to illuminate dark caves."
2071,148,17,"The user flashes a bright light that cuts the
target’s accuracy."
2072,148,18,"The user flashes a bright light that cuts the
target’s accuracy."
2073,149,3,"An attack with
variable power."
2074,149,4,"An attack with
variable power."
2075,149,5,"Attacks with a psychic
wave of varying intensity."
2076,149,6,"Attacks with a psychic
wave of varying intensity."
2077,149,7,"The foe is attacked
with an odd, hot
energy wave that
varies in intensity."
2078,149,8,"The foe is attacked
with an odd, hot
energy wave.
The attack varies in
intensity."
2079,149,9,"The foe is attacked
with an odd, hot
energy wave.
The attack varies in
intensity."
2080,149,10,"The foe is attacked
with an odd, hot
energy wave.
The attack varies in
intensity."
2081,149,11,"The target is attacked with an odd 
psychic wave.
The attack varies in intensity."
2082,149,14,"The target is attacked with an odd
psychic wave.
The attack varies in intensity."
2083,149,15,"The target is attacked with an odd
psychic wave.
The attack varies in intensity."
2084,149,16,"The target is attacked with an odd
psychic wave.
The attack varies in intensity."
2085,149,17,"The target is attacked with an odd psychic wave.
The attack varies in intensity."
2086,149,18,"The target is attacked with an odd psychic wave.
The attack varies in intensity."
2087,150,3,"Has no effect
whatsoever."
2088,150,4,"Has no effect
whatsoever."
2089,150,5,"It’s just a splash...
Has no effect whatsoever."
2090,150,6,"It’s just a splash...
Has no effect whatsoever."
2091,150,7,"The user just flops
and splashes around
without having any
effect."
2092,150,8,"The user just flops
and splashes around
to no effect at all...

"
2093,150,9,"The user just flops
and splashes around
to no effect at all...

"
2094,150,10,"The user just flops
and splashes around
to no effect at all...

"
2095,150,11,"The user just flops and splashes around
to no effect at all..."
2096,150,14,"The user just flops and splashes around
to no effect at all..."
2097,150,15,"The user just flops and splashes around
to no effect at all..."
2098,150,16,"The user just flops and splashes around
to no effect at all..."
2099,150,17,"The user just flops and splashes around to no effect
at all..."
2100,150,18,"The user just flops and splashes around to no effect
at all..."
2101,151,3,"Sharply raises the
user's DEFENSE."
2102,151,4,"Sharply raises the
user's DEFENSE."
